"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"116588","MT894004_0A_Fwd_28876","99_45681","95_40135","90_37157","85_34449","80_32188"
"116589","OR532862_0A_Fwd_39545","99_45681","95_40135","90_37157","85_34449","80_32188"
"116590","OR532875_0A_Fwd_38949","99_45681","95_40135","90_37157","85_34449","80_32188"
"116591","OR532809_0A_Fwd_39225","99_45681","95_40135","90_37157","85_34449","80_32188"
"116592","EU197055_0A_Fwd_65861","99_3754","95_3602","90_3535","85_3445","80_3386"
"116593","MW722081_0A_Fwd_21716","99_45684","95_40137","90_37158","85_34450","80_32189"
"116594","OX335361_0A_Fwd_527","99_45684","95_40137","90_37158","85_34450","80_32189"
"116595","OX335410_0A_Fwd_527","99_45684","95_40137","90_37158","85_34450","80_32189"
"116596","MT894005_0A_Fwd_26931","99_45684","95_40137","90_37158","85_34450","80_32189"
"116597","MT897905_0A_Fwd_85271","99_45685","95_40138","90_37159","85_34451","80_17766"
"116598","ON970591_0A_Fwd_85323","99_45685","95_40138","90_37159","85_34451","80_17766"
"116599","ON970591_0A_Fwd_86015","99_45686","95_40139","90_37160","85_34452","80_32190"
"116600","MT897905_0A_Fwd_85963","99_45686","95_40139","90_37160","85_34452","80_32190"
"116601","ON970591_0A_Rev_97801","99_45687","95_40140","90_37161","85_34453","80_32191"
"116602","MT897905_0A_Rev_98800","99_45687","95_40140","90_37161","85_34453","80_32191"
"116603","PP208922_0A_Fwd_3704","99_45690","95_40141","90_37162","85_34454","80_32192"
"116604","MT897906_0A_Fwd_3704","99_45690","95_40141","90_37162","85_34454","80_32192"
"116605","PP208922_0A_Rev_25905","99_70269","95_40142","90_37163","85_34455","80_22869"
"116606","MT897906_0A_Rev_25905","99_45691","95_40142","90_37163","85_34455","80_22869"
"116607","MT897908_0A_Fwd_15392","99_45695","95_40145","90_37166","85_34456","80_32193"
"116608","MT897908_0A_Rev_18921","99_45696","95_40146","90_37167","85_34457","80_32194"
"116609","MT897910_0A_Rev_54994","99_45697","95_40147","90_37168","85_34458","80_32195"
"116610","MT899444_0A_Rev_25256","99_45700","95_40150","90_37170","85_34459","80_32196"
"116611","LC765218_0A_Fwd_271098","99_21606","95_19568","90_18481","85_3446","80_3387"
"116612","OU343167_0A_Fwd_72673","99_21606","95_19568","90_18481","85_3446","80_3387"
"116613","EU197055_0A_Fwd_87202","99_3755","95_3603","90_3536","85_3446","80_3387"
"116614","MN103543_0A_Fwd_72621","99_21606","95_19568","90_18481","85_3446","80_3387"
"116615","MK599315_0A_Fwd_72294","99_21606","95_19568","90_18481","85_3446","80_3387"
"116616","MT899504_0A_Fwd_32667","99_45701","95_40151","90_37171","85_34460","80_32197"
"116617","OR157981_0A_Fwd_36171","99_45701","95_40151","90_37171","85_34460","80_32197"
"116618","MT900487_0A_Fwd_27749","99_45704","95_40153","90_37173","85_34461","80_32198"
"116619","MT902335_0A_Rev_28756","99_45706","95_40155","90_37175","85_34462","80_32199"
"116620","MZ995506_0A_Rev_30979","99_53223","95_40155","90_37175","85_34462","80_32199"
"116621","MT909815_0A_Fwd_83499","99_45710","95_40157","90_37177","85_34463","80_32200"
"116622","MT920315_0A_Rev_139040","99_45712","95_40159","90_37178","85_34464","80_32201"
"116623","MT920315_0A_Rev_9317","99_45713","95_40160","90_37179","85_34465","80_32202"
"116624","MT920315_0A_Rev_8552","99_45714","95_40161","90_37180","85_34466","80_32203"
"116625","MT920315_0A_Fwd_123210","99_45715","95_40162","90_37181","85_34467","80_32204"
"116626","MT920315_0A_Fwd_88935","99_45716","95_40163","90_37182","85_34468","80_32205"
"116627","MT920315_0A_Fwd_147713","99_45717","95_40164","90_37183","85_34469","80_5358"
"116628","EU197055_0A_Fwd_142387","99_3756","95_3604","90_3537","85_3447","80_3388"
"116629","MT920315_0A_Fwd_20889","99_45718","95_40165","90_37184","85_34470","80_4664"
"116630","MT920315_0A_Fwd_97435","99_45719","95_40166","90_37185","85_34471","80_32206"
"116631","MT920315_0A_Rev_130087","99_45720","95_40167","90_37186","85_34472","80_32207"
"116632","MT920315_0A_Rev_131340","99_45721","95_40168","90_37187","85_34473","80_32208"
"116633","MT920315_0A_Rev_121799","99_45722","95_40169","90_37188","85_34474","80_32209"
"116634","MT920315_0A_Fwd_86128","99_45723","95_40170","90_37189","85_34475","80_32210"
"116635","MT920315_0A_Rev_101492","99_45724","95_40171","90_37190","85_34476","80_32211"
"116636","MT920315_0A_Fwd_72518","99_45725","95_40172","90_37191","85_34477","80_32212"
"116637","MT920315_0A_Fwd_124412","99_45726","95_40173","90_37192","85_34478","80_32213"
"116638","MT932213_0A_Fwd_101910","99_45734","95_40176","90_37193","85_34479","80_32214"
"116639","EU197055_0A_Fwd_125733","99_3757","95_3605","90_3538","85_3448","80_3389"
"116640","MT932329_0A_Rev_81443","99_45735","95_40177","90_37194","85_34480","80_32215"
"116641","MT932329_0A_Fwd_51341","99_45736","95_40178","90_37195","85_34481","80_32216"
"116642","MW074125_0A_Fwd_120366","99_45736","95_40178","90_37195","85_34481","80_32216"
"116643","MW373745_0A_Fwd_137015","99_45736","95_40178","90_37195","85_34481","80_32216"
"116644","MW074125_0A_Rev_111184","99_45737","95_40179","90_37196","85_34482","80_32217"
"116645","MW373745_0A_Rev_127147","99_45737","95_40179","90_37196","85_34482","80_32217"
"116646","PQ092953_0A_Rev_129156","99_73660","95_63555","90_58010","85_34482","80_32217"
"116647","MW074126_0A_Rev_106204","99_45737","95_40179","90_37196","85_34482","80_32217"
"116648","MT932329_0A_Rev_41471","99_45737","95_40179","90_37196","85_34482","80_32217"
"116649","MT936332_0A_Rev_58818","99_45740","95_40180","90_37197","85_34483","80_32218"
"116650","MT936332_0A_Rev_17142","99_45741","95_40181","90_37198","85_34484","80_30991"
"116651","MT936332_0A_Rev_22932","99_45744","95_40183","90_37200","85_34485","80_32219"
"116652","MT936332_0A_Rev_17226","99_45746","95_40184","90_37201","85_34486","80_32220"
"116653","MT936332_0A_Fwd_67281","99_45747","95_40185","90_37202","85_34487","80_32221"
"116654","MZ648036_0A_Fwd_66540","99_52775","95_46189","90_37203","85_34488","80_32222"
"116655","MT936332_0A_Fwd_66657","99_45748","95_40186","90_37203","85_34488","80_32222"
"116656","MT936332_0A_Rev_18920","99_45750","95_40187","90_37204","85_34489","80_32223"
"116657","EU197055_0A_Rev_257824","99_3758","95_3606","90_3539","85_3449","80_3390"
"116658","MT936332_0A_Rev_41837","99_45751","95_40188","90_37205","85_34490","80_32224"
"116659","MT936332_0A_Fwd_64686","99_45753","95_40189","90_37206","85_34491","80_32225"
"116660","MT936332_0A_Rev_17943","99_45754","95_40190","90_37207","85_34492","80_32226"
"116661","MT939240_0A_Fwd_8079","99_45757","95_40192","90_37209","85_34493","80_24522"
"116662","OP172806_0A_Rev_25873","99_60418","95_52576","90_37210","85_34494","80_32227"
"116663","MT939240_0A_Rev_58047","99_45758","95_40193","90_37210","85_34494","80_32227"
"116664","MT939240_0A_Fwd_21424","99_45759","95_40194","90_37211","85_34495","80_32228"
"116665","MT939240_0A_Rev_3991","99_45760","95_40195","90_37212","85_34496","80_32229"
"116666","OP172806_0A_Rev_42624","99_60419","95_40195","90_37212","85_34496","80_32229"
"116667","MT939240_0A_Rev_6386","99_45761","95_40196","90_37213","85_34497","80_32230"
"116668","MT939241_0A_Fwd_62203","99_45762","95_40197","90_37214","85_34498","80_32231"
"116669","MT939241_0A_Fwd_83662","99_45763","95_40198","90_37215","85_34499","80_32232"
"116670","OK094707_0A_Rev_10979","99_348","95_346","90_346","85_345","80_345"
"116671","AB910393_0A_Rev_10979","99_348","95_346","90_346","85_345","80_345"
"116672","EU197055_0A_Fwd_10263","99_3759","95_3607","90_3540","85_3450","80_3391"
"116673","MT939241_0A_Fwd_85121","99_45764","95_40199","90_37216","85_34500","80_32233"
"116674","MT939241_0A_Fwd_46204","99_45765","95_40200","90_37217","85_34501","80_32234"
"116675","MT939241_0A_Fwd_65945","99_45766","95_40201","90_37218","85_34502","80_32235"
"116676","MT939241_0A_Rev_73028","99_45767","95_40202","90_37219","85_34503","80_32236"
"116677","MT939253_0A_Fwd_133955","99_45771","95_40204","90_37221","85_34504","80_32237"
"116678","OY978796_0A_Fwd_21095","99_45773","95_40205","90_37222","85_34505","80_32238"
"116679","ON602729_0A_Fwd_8801","99_45773","95_40205","90_37222","85_34505","80_32238"
"116680","MZ602147_0A_Fwd_134210","99_45773","95_40205","90_37222","85_34505","80_32238"
"116681","MT939253_0A_Fwd_135411","99_45773","95_40205","90_37222","85_34505","80_32238"
"116682","MT939486_0A_Rev_318856","99_45775","95_40206","90_37223","85_34506","80_32239"
"116683","MT939486_0A_Fwd_338585","99_45776","95_40207","90_37224","85_34507","80_32240"
"116684","MT939486_0A_Rev_336478","99_45777","95_40208","90_37225","85_34508","80_32241"
"116685","MT939488_0A_Fwd_2910","99_45781","95_40209","90_37226","85_34509","80_32242"
"116686","MW879344_0A_Fwd_3369","99_45778","95_40209","90_37226","85_34509","80_32242"
"116687","MW879343_0A_Fwd_2912","99_49900","95_40209","90_37226","85_34509","80_32242"
"116688","MT939487_0A_Fwd_2919","99_45781","95_40209","90_37226","85_34509","80_32242"
"116689","MW879342_0A_Fwd_2910","99_45781","95_40209","90_37226","85_34509","80_32242"
"116690","MT939486_0A_Fwd_3374","99_45778","95_40209","90_37226","85_34509","80_32242"
"116691","EU197055_0A_Fwd_118611","99_3760","95_3608","90_3541","85_3451","80_3392"
"116692","MW879344_0A_Rev_64986","99_45780","95_40210","90_37227","85_34510","80_32243"
"116693","MT939487_0A_Rev_64913","99_45780","95_40210","90_37227","85_34510","80_32243"
"116694","MT939488_0A_Fwd_277548","99_45784","95_40211","90_37228","85_34511","80_32244"
"116695","MT939492_0A_Rev_222937","99_45785","95_40212","90_37229","85_34512","80_32245"
"116696","MT939492_0A_Fwd_14911","99_45786","95_40213","90_37230","85_34513","80_32246"
"116697","MT939492_0A_Rev_67396","99_45787","95_40214","90_37231","85_34514","80_32247"
"116698","MT939492_0A_Rev_24486","99_45788","95_40215","90_37232","85_34515","80_32248"
"116699","MT939492_0A_Fwd_116019","99_45789","95_40216","90_37233","85_34516","80_32249"
"116700","MT939492_0A_Fwd_224601","99_45790","95_40217","90_37234","85_34517","80_32250"
"116701","MT939492_0A_Rev_66068","99_45791","95_40218","90_37235","85_34518","80_8353"
"116702","MT939492_0A_Fwd_6866","99_45792","95_40219","90_37236","85_34519","80_32251"
"116703","EU197055_0A_Fwd_129667","99_3761","95_3609","90_3542","85_3452","80_3393"
"116704","MT939492_0A_Fwd_114335","99_45793","95_40220","90_37237","85_34520","80_32252"
"116705","MT939492_0A_Fwd_131380","99_45794","95_40221","90_37238","85_34521","80_32253"
"116706","MT939492_0A_Fwd_224583","99_45795","95_40222","90_37239","85_34522","80_32254"
"116707","MT939492_0A_Rev_78813","99_45796","95_40223","90_37240","85_34523","80_32255"
"116708","MT939492_0A_Rev_148069","99_45797","95_40224","90_37241","85_34524","80_32256"
"116709","MT939492_0A_Rev_227385","99_45798","95_40225","90_37242","85_34525","80_32257"
"116710","MT939492_0A_Fwd_155981","99_45799","95_40226","90_37243","85_34526","80_32258"
"116711","MT939492_0A_Fwd_227405","99_45800","95_40227","90_37244","85_34527","80_32259"
"116712","MT939492_0A_Fwd_164364","99_45801","95_40228","90_37245","85_34528","80_32260"
"116713","MT939492_0A_Fwd_6308","99_45802","95_40229","90_37246","85_34529","80_32261"
"116714","KJ538722_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116715","MK967392_0A_Fwd_7181","99_17469","95_15930","90_15112","85_3453","80_3394"
"116716","MZ681514_0A_Fwd_5733","99_52849","95_26337","90_15112","85_3453","80_3394"
"116717","PQ244015_0A_Fwd_7181","99_17469","95_15930","90_15112","85_3453","80_3394"
"116718","EU203571_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116719","MT024859_0A_Fwd_5721","99_41803","95_26337","90_15112","85_3453","80_3394"
"116720","PP208933_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116721","MK279893_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116722","MZ005677_0A_Fwd_7151","99_17469","95_15930","90_15112","85_3453","80_3394"
"116723","MW534376_0A_Fwd_7433","99_17469","95_15930","90_15112","85_3453","80_3394"
"116724","MT657330_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116725","MH536826_0A_Fwd_5798","99_29466","95_26337","90_15112","85_3453","80_3394"
"116726","MZ622181_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116727","MF919517_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116728","OP867018_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116729","OP820466_0A_Fwd_6629","99_30501","95_3610","90_3543","85_3453","80_3394"
"116730","MT818421_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116731","MW924639_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116732","PQ244022_0A_Fwd_7145","99_17469","95_15930","90_15112","85_3453","80_3394"
"116733","MK305885_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116734","MZ005672_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116735","MT684594_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116736","MH399781_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116737","PP750956_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116738","ON637763_0A_Fwd_7181","99_17469","95_15930","90_15112","85_3453","80_3394"
"116739","MK919482_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116740","OP297533_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116741","KT246485_0A_Fwd_6890","99_3762","95_3610","90_3543","85_3453","80_3394"
"116742","MH509446_0A_Fwd_7445","99_28881","95_15930","90_15112","85_3453","80_3394"
"116743","MK359319_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116744","MW291015_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116745","MK494095_0A_Fwd_7187","99_3762","95_3610","90_3543","85_3453","80_3394"
"116746","KU963261_0A_Fwd_7401","99_17469","95_15930","90_15112","85_3453","80_3394"
"116747","MH697577_0A_Fwd_6890","99_3762","95_3610","90_3543","85_3453","80_3394"
"116748","MH727549_0A_Fwd_6596","99_30501","95_3610","90_3543","85_3453","80_3394"
"116749","MT114159_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116750","MK376958_0A_Fwd_7148","99_28881","95_15930","90_15112","85_3453","80_3394"
"116751","ON637762_0A_Fwd_7150","99_58854","95_15930","90_15112","85_3453","80_3394"
"116752","KT454972_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116753","KT222940_0A_Fwd_6896","99_3762","95_3610","90_3543","85_3453","80_3394"
"116754","MT939492_0A_Rev_217452","99_45803","95_40230","90_37247","85_34530","80_32262"
"116755","MT939492_0A_Rev_223812","99_45804","95_40231","90_37248","85_34531","80_32263"
"116756","MT939492_0A_Rev_62242","99_45805","95_40232","90_37249","85_34532","80_32264"
"116757","MT939492_0A_Rev_21986","99_45806","95_40233","90_37250","85_34533","80_32265"
"116758","MT939492_0A_Rev_45601","99_45807","95_40234","90_37251","85_34534","80_32266"
"116759","MT939492_0A_Rev_92137","99_45808","95_40235","90_37252","85_34535","80_32267"
"116760","MT939492_0A_Fwd_200862","99_45809","95_40236","90_37253","85_34536","80_32268"
"116761","MT939492_0A_Rev_198635","99_45810","95_40237","90_37254","85_34537","80_32269"
"116762","MT939492_0A_Fwd_144163","99_45811","95_40238","90_37255","85_34538","80_32270"
"116763","MT939492_0A_Fwd_35740","99_45812","95_40239","90_37256","85_34539","80_32271"
"116764","EU203571_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116765","KT454972_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116766","MK494095_0A_Fwd_45699","99_30345","95_3611","90_3544","85_3454","80_3395"
"116767","PP208933_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116768","KT246485_0A_Fwd_44652","99_3763","95_3611","90_3544","85_3454","80_3395"
"116769","MT684594_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116770","MZ622181_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116771","MW924639_0A_Fwd_44640","99_3763","95_3611","90_3544","85_3454","80_3395"
"116772","OP820466_0A_Fwd_44664","99_3763","95_3611","90_3544","85_3454","80_3395"
"116773","OP867018_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116774","MK919482_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116775","MT114159_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116776","OP297533_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116777","MT818421_0A_Fwd_44611","99_3763","95_3611","90_3544","85_3454","80_3395"
"116778","MH697577_0A_Fwd_45137","99_30345","95_3611","90_3544","85_3454","80_3395"
"116779","MH727549_0A_Fwd_44383","99_3763","95_3611","90_3544","85_3454","80_3395"
"116780","PP750956_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116781","KJ538722_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116782","MT657330_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116783","KT222940_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116784","MF919517_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116785","MZ005672_0A_Fwd_44656","99_3763","95_3611","90_3544","85_3454","80_3395"
"116786","MT939492_0A_Fwd_130002","99_45813","95_40240","90_37257","85_34540","80_32272"
"116787","MT939492_0A_Fwd_39166","99_45814","95_40241","90_37258","85_34541","80_32273"
"116788","MT939492_0A_Fwd_194787","99_45815","95_40242","90_37259","85_34542","80_32274"
"116789","MT939492_0A_Fwd_55864","99_45816","95_40243","90_37260","85_34543","80_32275"
"116790","MT939492_0A_Fwd_98290","99_45817","95_40244","90_37261","85_34544","80_32276"
"116791","MT939492_0A_Rev_148325","99_45818","95_40245","90_37262","85_34545","80_32277"
"116792","MT939492_0A_Rev_215323","99_45819","95_40246","90_37263","85_34546","80_32278"
"116793","MT939492_0A_Rev_87398","99_45820","95_40247","90_37264","85_34547","80_32279"
"116794","MT939492_0A_Rev_34938","99_45821","95_40248","90_37265","85_34548","80_32280"
"116795","MT939492_0A_Rev_48316","99_45822","95_40249","90_37266","85_34549","80_32281"
"116796","MH697577_0A_Rev_39113","99_15270","95_3612","90_3545","85_3455","80_3396"
"116797","PP750956_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116798","OP297533_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116799","MH727549_0A_Rev_38812","99_15270","95_3612","90_3545","85_3455","80_3396"
"116800","MT684594_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116801","KT454972_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116802","MT818421_0A_Rev_39044","99_3764","95_3612","90_3545","85_3455","80_3396"
"116803","OP867018_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116804","KT222940_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116805","MK494095_0A_Rev_39673","99_15270","95_3612","90_3545","85_3455","80_3396"
"116806","EU203571_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116807","MF919517_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116808","KT246485_0A_Rev_39103","99_15270","95_3612","90_3545","85_3455","80_3396"
"116809","PP208933_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116810","OP820466_0A_Rev_39103","99_15270","95_3612","90_3545","85_3455","80_3396"
"116811","MW924639_0A_Rev_39073","99_3764","95_3612","90_3545","85_3455","80_3396"
"116812","MT114159_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116813","MZ622181_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116814","KJ538722_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116815","MT657330_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116816","MZ005672_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116817","MK919482_0A_Rev_39089","99_3764","95_3612","90_3545","85_3455","80_3396"
"116818","MT939492_0A_Fwd_166126","99_45823","95_40250","90_37267","85_34550","80_32282"
"116819","MT939492_0A_Fwd_197689","99_45824","95_40251","90_37268","85_34551","80_32283"
"116820","MT939492_0A_Fwd_169342","99_45825","95_40252","90_37269","85_34552","80_32284"
"116821","MT939492_0A_Fwd_117726","99_45826","95_40253","90_37270","85_34553","80_32285"
"116822","MT939492_0A_Fwd_93078","99_45827","95_40254","90_37271","85_34554","80_32286"
"116823","MT939492_0A_Fwd_63632","99_45828","95_40255","90_37272","85_34555","80_32287"
"116824","MT939492_0A_Rev_36398","99_45829","95_40256","90_37273","85_34556","80_32288"
"116825","MT939492_0A_Rev_93292","99_45830","95_40257","90_37274","85_34557","80_16928"
"116826","MT939492_0A_Rev_171568","99_45831","95_40258","90_37275","85_34558","80_32289"
"116827","MT939492_0A_Rev_47450","99_45832","95_40259","90_37276","85_34559","80_32290"
"116828","PP208933_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116829","OP297533_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116830","MT818421_0A_Rev_44205","99_3765","95_3613","90_3546","85_3456","80_3397"
"116831","MT657330_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116832","OP867018_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116833","MF919517_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116834","MH697577_0A_Rev_44734","99_3765","95_3613","90_3546","85_3456","80_3397"
"116835","MZ005672_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116836","MK919482_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116837","MK494095_0A_Rev_45296","99_3765","95_3613","90_3546","85_3456","80_3397"
"116838","OP820466_0A_Rev_44258","99_15271","95_3613","90_3546","85_3456","80_3397"
"116839","KT246485_0A_Rev_44246","99_15271","95_3613","90_3546","85_3456","80_3397"
"116840","KT222940_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116841","PP750956_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116842","MH727549_0A_Rev_43977","99_15271","95_3613","90_3546","85_3456","80_3397"
"116843","MZ622181_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116844","MW924639_0A_Rev_44234","99_3765","95_3613","90_3546","85_3456","80_3397"
"116845","MT684594_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116846","EU203571_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116847","KT454972_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116848","KJ538722_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116849","MT114159_0A_Rev_44250","99_3765","95_3613","90_3546","85_3456","80_3397"
"116850","MT939492_0A_Rev_12661","99_45833","95_40260","90_37277","85_34560","80_32291"
"116851","MT939492_0A_Fwd_82828","99_45834","95_40261","90_37278","85_34561","80_32292"
"116852","MT939492_0A_Rev_47198","99_45835","95_40262","90_37279","85_34562","80_32293"
"116853","MT939492_0A_Fwd_197959","99_45836","95_40263","90_37280","85_34563","80_32294"
"116854","MT939492_0A_Fwd_219996","99_45837","95_40264","90_37281","85_34564","80_32295"
"116855","MT939492_0A_Rev_177285","99_45838","95_40265","90_37282","85_34565","80_32296"
"116856","MT939492_0A_Fwd_68325","99_45839","95_40266","90_37283","85_34566","80_32297"
"116857","MT939492_0A_Rev_174435","99_45840","95_40267","90_37284","85_34567","80_32298"
"116858","MT939492_0A_Rev_37243","99_45841","95_40268","90_37285","85_34568","80_32299"
"116859","MT941682_0A_Fwd_17358","99_45842","95_40269","90_37286","85_34569","80_32300"
"116860","PP750956_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116861","MZ622181_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116862","OP867018_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116863","MW924639_0A_Rev_36868","99_3766","95_3614","90_3547","85_3457","80_3398"
"116864","MT684594_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116865","PP208933_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116866","OP297533_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116867","MT114159_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116868","MF919517_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116869","KT454972_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116870","MT818421_0A_Rev_36839","99_3766","95_3614","90_3547","85_3457","80_3398"
"116871","MH697577_0A_Rev_36890","99_3766","95_3614","90_3547","85_3457","80_3398"
"116872","KJ538722_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116873","MH727549_0A_Rev_36607","99_3766","95_3614","90_3547","85_3457","80_3398"
"116874","MK919482_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116875","MK494095_0A_Rev_37468","99_3766","95_3614","90_3547","85_3457","80_3398"
"116876","EU203571_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116877","MT657330_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116878","KT222940_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116879","MZ005672_0A_Rev_36884","99_3766","95_3614","90_3547","85_3457","80_3398"
"116880","MT941682_0A_Fwd_25006","99_45843","95_40270","90_37287","85_34570","80_32301"
"116881","MT941682_0A_Fwd_17657","99_45844","95_40271","90_37288","85_34571","80_32302"
"116882","MT941682_0A_Fwd_30371","99_45845","95_40272","90_37289","85_34572","80_32303"
"116883","MT941682_0A_Fwd_27087","99_45846","95_40273","90_37290","85_34573","80_32304"
"116884","MT941682_0A_Fwd_19835","99_45847","95_40274","90_37291","85_34574","80_32305"
"116885","MT941682_0A_Fwd_33847","99_45848","95_40275","90_37292","85_34575","80_32306"
"116886","MT941682_0A_Rev_35366","99_45849","95_40276","90_37293","85_34576","80_32307"
"116887","MT941682_0A_Fwd_8767","99_45850","95_40277","90_37294","85_34577","80_32308"
"116888","MT941682_0A_Fwd_5214","99_45851","95_40278","90_37295","85_34578","80_32309"
"116889","MT941682_0A_Fwd_14390","99_45852","95_40279","90_37296","85_34579","80_32310"
"116890","EU203571_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116891","OP867018_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116892","MH727549_0A_Rev_23210","99_3767","95_3615","90_3548","85_3458","80_3399"
"116893","MF919517_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
