contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
uvig_203774	23950	No	NA	35	20	1	Medium-quality	Genome-fragment	68.1	AAI-based (high-confidence)	0.0	1.0	
uvig_203778	21728	No	NA	30	14	1	Medium-quality	Genome-fragment	63.62	AAI-based (high-confidence)	0.0	1.0	
uvig_203779	20794	No	NA	30	13	0	Medium-quality	Genome-fragment	63.3	AAI-based (high-confidence)	0.0	1.0	
uvig_203784	19360	Yes	15413	36	5	3	Low-quality	Genome-fragment	32.2	AAI-based (high-confidence)	20.39	1.0	
uvig_203785	18965	No	NA	24	7	0	Low-quality	Genome-fragment	36.42	HMM-based (lower-bound)	0.0	1.0	
uvig_203786	17292	No	NA	29	13	1	Low-quality	Genome-fragment	47.97	AAI-based (high-confidence)	0.0	1.0	
uvig_203790	15861	No	NA	21	11	0	Low-quality	Genome-fragment	32.09	AAI-based (high-confidence)	0.0	1.0	
uvig_203793	13019	No	NA	25	5	1	Low-quality	Genome-fragment	20.16	AAI-based (high-confidence)	0.0	1.0	
uvig_203796	12282	No	NA	17	5	0	Low-quality	Genome-fragment	37.29	HMM-based (lower-bound)	0.0	1.0	
uvig_203797	12139	No	NA	25	9	0	Low-quality	Genome-fragment	33.26	AAI-based (high-confidence)	0.0	1.0	
uvig_203802	10714	No	NA	18	3	1	Low-quality	Genome-fragment	24.87	AAI-based (medium-confidence)	0.0	1.0	
uvig_203803	10684	No	NA	27	9	0	Low-quality	Genome-fragment	30.32	AAI-based (high-confidence)	0.0	1.0	
uvig_203807	10291	No	NA	10	3	0	Low-quality	Genome-fragment	15.62	AAI-based (high-confidence)	0.0	1.0	
uvig_203808	10010	No	NA	21	3	0	Low-quality	Genome-fragment	22.16	AAI-based (high-confidence)	0.0	1.0	
uvig_203840	20259	No	NA	28	14	0	Low-quality	Genome-fragment	49.83	AAI-based (medium-confidence)	0.0	1.0	
uvig_203847	101682	No	NA	109	8	1	Medium-quality	Genome-fragment	66.11	AAI-based (high-confidence)	0.0	1.0	
uvig_203848	82646	Yes	56479	103	21	7	High-quality	High-quality	100.0	AAI-based (medium-confidence)	31.66	1.0	
uvig_203850	101819	No	NA	97	25	1	Medium-quality	Genome-fragment	58.48	AAI-based (high-confidence)	0.0	1.0	
uvig_203851	99554	No	NA	112	17	4	Medium-quality	Genome-fragment	65.94	AAI-based (high-confidence)	0.0	1.0	
uvig_203853	27118	No	NA	43	23	1	Medium-quality	Genome-fragment	74.92	AAI-based (high-confidence)	0.0	1.0	
uvig_203854	21794	No	NA	34	5	2	Low-quality	Genome-fragment	12.45	AAI-based (high-confidence)	0.0	1.0	
uvig_203856	14011	No	NA	21	12	0	Low-quality	Genome-fragment	35.53	AAI-based (medium-confidence)	0.0	1.0	
uvig_203857	69047	No	NA	110	15	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_203858	50246	No	NA	67	33	2	Medium-quality	Genome-fragment	82.15	AAI-based (high-confidence)	0.0	1.0	
uvig_203859	94277	No	NA	84	14	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_203860	92765	No	NA	87	9	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_203861	26115	No	NA	38	8	0	Low-quality	Genome-fragment	17.78	AAI-based (high-confidence)	0.0	1.0	
uvig_203864	11661	No	NA	20	1	0	Low-quality	Genome-fragment	16.67	AAI-based (high-confidence)	0.0	1.0	
uvig_203876	85451	No	NA	128	39	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_203877	64274	No	NA	73	10	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_203881	116402	No	NA	141	28	3	Medium-quality	Genome-fragment	79.27	AAI-based (high-confidence)	0.0	1.0	
uvig_203883	105872	No	NA	128	26	1	Medium-quality	Genome-fragment	73.16	AAI-based (high-confidence)	0.0	1.0	
uvig_203885	61703	Yes	49991	76	11	7	High-quality	High-quality	91.78	AAI-based (high-confidence)	18.98	1.0	
uvig_203886	61165	Yes	57905	105	14	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	5.33	1.0	
uvig_203888	41412	No	NA	51	9	1	High-quality	High-quality	91.64	AAI-based (high-confidence)	0.0	1.0	
uvig_203889	36684	No	NA	39	6	1	Low-quality	Genome-fragment	42.34	AAI-based (high-confidence)	0.0	1.01	
uvig_203891	33147	No	NA	56	6	0	Low-quality	Genome-fragment	38.27	AAI-based (high-confidence)	0.0	1.0	
uvig_203897	21538	No	NA	41	8	0	Low-quality	Genome-fragment	39.81	AAI-based (high-confidence)	0.0	1.0	
uvig_203898	19987	Yes	14411	30	4	3	Low-quality	Genome-fragment	24.86	AAI-based (high-confidence)	27.9	1.0	
uvig_203904	14914	Yes	13474	18	6	2	Low-quality	Genome-fragment	45.35	HMM-based (lower-bound)	9.66	1.0	
uvig_203905	14691	No	NA	33	6	1	Low-quality	Genome-fragment	43.06	AAI-based (high-confidence)	0.0	1.0	
uvig_203911	10421	No	NA	23	2	0	Low-quality	Genome-fragment	19.1	AAI-based (high-confidence)	0.0	1.0	
uvig_203930	13971	No	NA	16	9	0	Low-quality	Genome-fragment	24.7	AAI-based (high-confidence)	0.0	1.0	
uvig_203931	12006	No	NA	17	8	0	Low-quality	Genome-fragment	29.13	AAI-based (high-confidence)	0.0	1.0	
uvig_203937	54099	No	NA	89	13	1	High-quality	High-quality	95.3	AAI-based (high-confidence)	0.0	1.0	
uvig_203938	38483	No	NA	53	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_203939	76389	No	NA	101	16	1	Medium-quality	Genome-fragment	68.43	AAI-based (high-confidence)	0.0	1.01	
uvig_203940	41411	No	NA	47	8	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_203941	46576	No	NA	59	7	1	Medium-quality	Genome-fragment	84.5	AAI-based (high-confidence)	0.0	1.0	
uvig_203946	33252	No	NA	46	18	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_203947	55568	No	NA	75	10	4	Medium-quality	Genome-fragment	51.1	AAI-based (high-confidence)	0.0	1.0	
uvig_203959	173099	No	NA	189	29	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_203964	72889	No	NA	99	19	2	Medium-quality	Genome-fragment	67.1	AAI-based (high-confidence)	0.0	1.0	
uvig_203967	60714	Yes	58023	85	20	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	4.43	1.0	
uvig_203969	50462	No	NA	75	23	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_203970	50401	Yes	36649	72	18	13	Complete	High-quality	100.0	Provirus (high-confidence)	27.29	1.0	
uvig_203971	49721	Yes	37258	66	12	9	Medium-quality	Genome-fragment	63.42	HMM-based (lower-bound)	25.07	1.0	low-confidence Provirus
uvig_203975	34577	No	NA	55	19	0	High-quality	High-quality	98.72	AAI-based (high-confidence)	0.0	1.0	
uvig_203977	27716	No	NA	33	11	1	Low-quality	Genome-fragment	48.12	HMM-based (lower-bound)	0.0	1.0	
uvig_203979	22502	Yes	13412	38	8	3	Low-quality	Genome-fragment	39.73	AAI-based (high-confidence)	40.4	1.0	
uvig_203982	17973	No	NA	24	6	0	Low-quality	Genome-fragment	13.12	AAI-based (high-confidence)	0.0	1.0	
uvig_203984	15199	No	NA	22	5	0	Low-quality	Genome-fragment	26.91	AAI-based (medium-confidence)	0.0	1.0	
uvig_203985	14461	No	NA	14	11	0	Low-quality	Genome-fragment	40.97	AAI-based (high-confidence)	0.0	1.0	
uvig_203986	14112	No	NA	21	6	0	Low-quality	Genome-fragment	26.44	AAI-based (high-confidence)	0.0	1.0	
uvig_203988	13909	No	NA	22	5	1	Low-quality	Genome-fragment	16.74	HMM-based (lower-bound)	0.0	1.0	
uvig_203991	13684	No	NA	22	4	0	Low-quality	Genome-fragment	32.59	AAI-based (medium-confidence)	0.0	1.0	
uvig_203993	12323	No	NA	14	8	0	Low-quality	Genome-fragment	18.59	AAI-based (high-confidence)	0.0	1.0	
uvig_203997	10806	No	NA	16	3	1	Low-quality	Genome-fragment	16.72	HMM-based (lower-bound)	0.0	1.0	
uvig_204000	10230	No	NA	14	6	0	Low-quality	Genome-fragment	10.72	HMM-based (lower-bound)	0.0	1.0	
uvig_204023	45379	No	NA	70	15	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204024	31885	No	NA	62	18	0	Medium-quality	Genome-fragment	52.31	AAI-based (high-confidence)	0.0	1.0	
uvig_204037	63562	Yes	38956	102	19	12	High-quality	High-quality	100.0	AAI-based (high-confidence)	38.71	1.0	contig >1.5x longer than expected genome length
uvig_204038	16199	No	NA	22	7	1	Low-quality	Genome-fragment	39.22	AAI-based (high-confidence)	0.0	1.0	
uvig_204039	71754	Yes	58779	112	29	12	Complete	High-quality	100.0	Provirus (medium-confidence)	18.08	1.0	
uvig_204040	32133	No	NA	45	19	0	High-quality	High-quality	96.83	AAI-based (high-confidence)	0.0	1.0	
uvig_204044	28265	No	NA	42	5	0	Medium-quality	Genome-fragment	52.69	AAI-based (high-confidence)	0.0	1.0	
uvig_204046	12901	No	NA	21	1	2	Low-quality	Genome-fragment	36.9	AAI-based (high-confidence)	0.0	1.0	
uvig_204047	40733	No	NA	53	8	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204049	11041	No	NA	15	3	0	Low-quality	Genome-fragment	28.23	AAI-based (medium-confidence)	0.0	1.0	
uvig_204050	14236	No	NA	20	8	0	Low-quality	Genome-fragment	35.17	AAI-based (high-confidence)	0.0	1.0	
uvig_204052	18547	No	NA	36	4	2	Medium-quality	Genome-fragment	51.73	AAI-based (high-confidence)	0.0	1.0	
uvig_204055	38723	No	NA	58	15	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204058	101153	No	NA	102	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204059	100327	No	NA	108	19	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204060	94933	No	NA	95	14	1	High-quality	High-quality	93.5	AAI-based (high-confidence)	0.0	1.0	
uvig_204061	79138	No	NA	68	8	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
uvig_204062	45613	No	NA	64	15	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
uvig_204064	37967	No	NA	21	7	0	Low-quality	Genome-fragment	36.87	AAI-based (high-confidence)	0.0	1.0	
uvig_204066	20206	No	NA	26	10	0	Low-quality	Genome-fragment	44.86	AAI-based (high-confidence)	0.0	1.0	
uvig_204067	16761	No	NA	22	9	0	Complete	High-quality	100.0	ITR (medium-confidence)	0.0	1.0	
uvig_204071	15252	No	NA	17	6	0	Low-quality	Genome-fragment	14.83	AAI-based (medium-confidence)	0.0	1.0	
uvig_204073	13999	No	NA	15	11	0	Low-quality	Genome-fragment	22.88	AAI-based (high-confidence)	0.0	1.0	
uvig_204077	10974	No	NA	7	2	0	Low-quality	Genome-fragment	8.19	AAI-based (high-confidence)	0.0	1.0	
uvig_204099	32786	No	NA	56	21	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204101	34419	No	NA	35	8	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204102	51252	No	NA	91	17	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204103	42472	No	NA	70	14	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204104	59748	No	NA	106	21	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204105	91138	Yes	76704	126	16	13	High-quality	High-quality	100.0	AAI-based (high-confidence)	15.84	1.0	
uvig_204107	61834	No	NA	82	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204108	61698	No	NA	98	15	1	Low-quality	Genome-fragment	38.89	AAI-based (high-confidence)	0.0	1.0	
uvig_204109	58211	Yes	48947	83	31	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	15.91	1.0	
uvig_204111	51602	Yes	33209	76	10	10	Low-quality	Genome-fragment	44.68	AAI-based (medium-confidence)	35.64	1.0	
uvig_204113	49498	No	NA	95	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204116	45955	Yes	40232	51	13	3	High-quality	High-quality	92.92	AAI-based (medium-confidence)	12.45	1.0	
uvig_204117	43470	Yes	30028	67	15	8	Medium-quality	Genome-fragment	69.05	AAI-based (high-confidence)	30.92	1.0	low-confidence Provirus
uvig_204118	41363	No	NA	59	7	1	Medium-quality	Genome-fragment	75.04	AAI-based (high-confidence)	0.0	1.01	
uvig_204119	40320	Yes	38488	65	8	3	Low-quality	Genome-fragment	27.93	AAI-based (high-confidence)	4.54	1.0	
uvig_204122	37655	Yes	33816	63	18	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	10.2	1.0	
uvig_204124	36682	No	NA	65	16	0	Medium-quality	Genome-fragment	87.12	AAI-based (high-confidence)	0.0	1.0	
uvig_204125	36090	Yes	34322	59	17	2	Medium-quality	Genome-fragment	76.41	AAI-based (high-confidence)	4.9	1.0	
uvig_204127	34071	No	NA	52	11	3	Low-quality	Genome-fragment	47.86	AAI-based (high-confidence)	0.0	1.0	
uvig_204128	32441	No	NA	45	7	0	Low-quality	Genome-fragment	32.22	AAI-based (high-confidence)	0.0	1.0	
uvig_204129	29785	No	NA	47	21	1	High-quality	High-quality	90.72	AAI-based (high-confidence)	0.0	1.0	
uvig_204130	27448	Yes	24048	43	16	3	Medium-quality	Genome-fragment	69.68	AAI-based (high-confidence)	12.39	1.0	
uvig_204131	27265	No	NA	45	10	0	Low-quality	Genome-fragment	44.17	AAI-based (high-confidence)	0.0	1.0	
uvig_204132	27185	No	NA	43	23	0	Medium-quality	Genome-fragment	57.3	AAI-based (high-confidence)	0.0	1.0	
uvig_204133	26605	No	NA	36	17	0	Medium-quality	Genome-fragment	66.55	AAI-based (high-confidence)	0.0	1.0	
uvig_204137	23010	Yes	15401	34	5	5	Low-quality	Genome-fragment	25.43	AAI-based (medium-confidence)	33.07	1.0	
uvig_204138	22780	No	NA	27	3	0	Medium-quality	Genome-fragment	52.89	AAI-based (high-confidence)	0.0	1.0	
uvig_204142	20074	Yes	15335	33	9	4	Low-quality	Genome-fragment	32.47	AAI-based (high-confidence)	23.61	1.0	
uvig_204145	19049	No	NA	26	13	0	Low-quality	Genome-fragment	45.43	AAI-based (high-confidence)	0.0	1.0	
uvig_204150	17317	Yes	14029	29	5	2	Low-quality	Genome-fragment	32.13	AAI-based (high-confidence)	18.99	1.0	
uvig_204153	16173	No	NA	28	6	0	Low-quality	Genome-fragment	37.48	AAI-based (high-confidence)	0.0	1.0	
uvig_204157	15026	No	NA	18	6	0	Low-quality	Genome-fragment	46.08	HMM-based (lower-bound)	0.0	1.0	
uvig_204160	13157	No	NA	26	4	0	Low-quality	Genome-fragment	28.91	AAI-based (high-confidence)	0.0	1.0	
uvig_204161	13016	No	NA	19	6	0	Medium-quality	Genome-fragment	56.73	AAI-based (medium-confidence)	0.0	1.0	
uvig_204165	11888	No	NA	15	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.02	
uvig_204218	29026	No	NA	50	19	0	Medium-quality	Genome-fragment	80.34	AAI-based (high-confidence)	0.0	1.0	
uvig_204231	64803	No	NA	98	24	0	Medium-quality	Genome-fragment	61.31	AAI-based (high-confidence)	0.0	1.0	
uvig_204233	53176	No	NA	73	16	3	High-quality	High-quality	91.29	AAI-based (high-confidence)	0.0	1.0	
uvig_204235	72032	No	NA	105	13	3	Medium-quality	Genome-fragment	60.66	AAI-based (high-confidence)	0.0	1.0	
uvig_204237	40689	No	NA	67	24	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
uvig_204238	42519	Yes	13970	55	5	15	Low-quality	Genome-fragment	34.27	AAI-based (high-confidence)	67.14	1.0	
uvig_204239	17591	No	NA	28	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
uvig_204240	36118	No	NA	50	13	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204243	32240	No	NA	56	20	0	High-quality	High-quality	97.63	AAI-based (high-confidence)	0.0	1.0	
uvig_204248	11744	No	NA	15	9	0	Low-quality	Genome-fragment	29.64	AAI-based (medium-confidence)	0.0	1.0	
uvig_204250	22785	No	NA	45	10	1	Medium-quality	Genome-fragment	60.54	AAI-based (medium-confidence)	0.0	1.0	
uvig_204253	21424	No	NA	39	17	0	Medium-quality	Genome-fragment	63.2	AAI-based (high-confidence)	0.0	1.0	
uvig_204260	58480	No	NA	78	18	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204262	10504	No	NA	9	3	0	Low-quality	Genome-fragment	13.06	HMM-based (lower-bound)	0.0	1.0	
uvig_204276	65823	No	NA	81	4	11	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204277	59370	Yes	55627	97	15	2	High-quality	High-quality	96.53	AAI-based (high-confidence)	6.3	1.0	
uvig_204281	52135	Yes	37606	75	23	12	Medium-quality	Genome-fragment	83.74	AAI-based (high-confidence)	27.87	1.0	
uvig_204287	41953	No	NA	76	20	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
uvig_204288	41084	No	NA	74	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204291	38081	No	NA	64	13	0	Medium-quality	Genome-fragment	89.71	AAI-based (medium-confidence)	0.0	1.0	
uvig_204292	36799	No	NA	40	4	2	Medium-quality	Genome-fragment	83.25	AAI-based (high-confidence)	0.0	1.0	
uvig_204293	36735	No	NA	53	26	1	Medium-quality	Genome-fragment	82.85	AAI-based (high-confidence)	0.0	1.0	
uvig_204296	32113	No	NA	42	8	3	Medium-quality	Genome-fragment	54.6	AAI-based (medium-confidence)	0.0	1.0	
uvig_204297	30629	Yes	26754	54	19	2	Medium-quality	Genome-fragment	73.66	AAI-based (high-confidence)	12.65	1.0	
uvig_204298	30249	No	NA	53	17	0	Medium-quality	Genome-fragment	89.22	AAI-based (high-confidence)	0.0	1.0	
uvig_204299	27957	No	NA	39	7	0	High-quality	High-quality	96.65	AAI-based (high-confidence)	0.0	1.0	
uvig_204300	27394	No	NA	47	17	1	Medium-quality	Genome-fragment	66.69	AAI-based (high-confidence)	0.0	1.0	
uvig_204305	24253	No	NA	38	15	0	Medium-quality	Genome-fragment	53.45	AAI-based (high-confidence)	0.0	1.0	
uvig_204309	19964	No	NA	27	3	2	Low-quality	Genome-fragment	28.22	AAI-based (high-confidence)	0.0	1.0	
uvig_204310	19808	No	NA	34	5	2	Low-quality	Genome-fragment	43.06	AAI-based (medium-confidence)	0.0	1.0	
uvig_204315	16137	No	NA	28	13	0	Low-quality	Genome-fragment	44.76	AAI-based (high-confidence)	0.0	1.0	
uvig_204316	16037	No	NA	26	7	0	Low-quality	Genome-fragment	37.9	AAI-based (medium-confidence)	0.0	1.0	
uvig_204317	15885	No	NA	29	8	1	Low-quality	Genome-fragment	42.51	AAI-based (medium-confidence)	0.0	1.02	
uvig_204320	15594	No	NA	26	6	0	Low-quality	Genome-fragment	45.53	AAI-based (medium-confidence)	0.0	1.0	
uvig_204329	13398	Yes	9092	21	6	3	Low-quality	Genome-fragment	25.23	AAI-based (high-confidence)	32.14	1.0	
uvig_204331	12202	No	NA	20	5	0	Low-quality	Genome-fragment	40.62	HMM-based (lower-bound)	0.0	1.0	
uvig_204337	10994	No	NA	18	9	0	Low-quality	Genome-fragment	16.98	AAI-based (medium-confidence)	0.0	1.0	
uvig_204376	58146	No	NA	100	23	3	High-quality	High-quality	96.95	AAI-based (high-confidence)	0.0	1.0	
uvig_204393	101616	No	NA	105	21	3	Medium-quality	Genome-fragment	58.03	AAI-based (high-confidence)	0.0	1.0	
uvig_204394	61528	No	NA	92	8	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
uvig_204395	33200	No	NA	41	28	0	High-quality	High-quality	94.2	AAI-based (high-confidence)	0.0	1.0	
uvig_204396	63019	No	NA	82	10	4	Medium-quality	Genome-fragment	83.98	AAI-based (high-confidence)	0.0	1.01	
uvig_204397	65686	Yes	43039	102	34	13	High-quality	High-quality	90.71	AAI-based (medium-confidence)	34.48	1.0	
uvig_204399	40370	No	NA	57	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204406	197068	No	NA	173	23	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
uvig_204407	97071	No	NA	102	20	1	High-quality	High-quality	97.19	AAI-based (high-confidence)	0.0	1.0	
uvig_204408	94374	No	NA	89	9	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204409	94320	Yes	89871	90	9	6	Complete	High-quality	100.0	DTR (high-confidence)	4.72	1.0	
uvig_204410	56443	No	NA	97	17	3	High-quality	High-quality	98.86	AAI-based (high-confidence)	0.0	1.0	
uvig_204411	53329	No	NA	46	3	0	Medium-quality	Genome-fragment	57.23	AAI-based (high-confidence)	0.0	1.0	
uvig_204412	47114	No	NA	83	21	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204418	16217	No	NA	28	5	0	Low-quality	Genome-fragment	35.17	AAI-based (high-confidence)	0.0	1.0	
uvig_204419	16114	No	NA	18	8	0	Medium-quality	Genome-fragment	69.73	AAI-based (medium-confidence)	0.0	1.0	
uvig_204422	12346	No	NA	11	1	0	Low-quality	Genome-fragment	6.77	AAI-based (high-confidence)	0.0	1.0	
uvig_204444	42342	No	NA	76	19	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204445	80618	No	NA	124	28	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204447	42972	No	NA	63	10	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204450	92146	No	NA	110	14	4	Medium-quality	Genome-fragment	61.03	AAI-based (high-confidence)	0.0	1.0	
uvig_204454	55115	No	NA	80	31	0	High-quality	High-quality	91.09	AAI-based (high-confidence)	0.0	1.0	
uvig_204455	53839	No	NA	74	11	2	Low-quality	Genome-fragment	40.42	AAI-based (high-confidence)	0.0	1.0	
uvig_204456	51407	No	NA	58	6	0	Low-quality	Genome-fragment	34.05	AAI-based (high-confidence)	0.0	1.0	
uvig_204457	50708	No	NA	73	12	2	Medium-quality	Genome-fragment	84.3	AAI-based (high-confidence)	0.0	1.0	
uvig_204461	38348	Yes	37166	60	16	2	High-quality	High-quality	91.58	AAI-based (high-confidence)	3.08	1.0	
uvig_204462	36070	No	NA	61	5	1	Low-quality	Genome-fragment	33.28	AAI-based (high-confidence)	0.0	1.0	
uvig_204463	33970	No	NA	53	10	0	Medium-quality	Genome-fragment	59.38	AAI-based (high-confidence)	0.0	1.0	
uvig_204464	30737	No	NA	55	14	2	Medium-quality	Genome-fragment	54.98	AAI-based (high-confidence)	0.0	1.03	
uvig_204467	24541	No	NA	43	7	1	Medium-quality	Genome-fragment	55.44	AAI-based (high-confidence)	0.0	1.01	
uvig_204472	21996	Yes	3929	28	2	6	Low-quality	Genome-fragment	3.73	AAI-based (medium-confidence)	82.14	1.0	
uvig_204474	20437	No	NA	38	6	0	High-quality	High-quality	97.13	AAI-based (high-confidence)	0.0	1.0	
uvig_204479	16088	No	NA	19	6	1	Low-quality	Genome-fragment	8.34	AAI-based (high-confidence)	0.0	1.0	
uvig_204480	15218	No	NA	17	2	1	Low-quality	Genome-fragment	27.53	AAI-based (high-confidence)	0.0	1.0	
uvig_204485	13478	No	NA	25	6	1	Low-quality	Genome-fragment	18.13	AAI-based (high-confidence)	0.0	1.0	
uvig_204486	12609	No	NA	16	3	0	Low-quality	Genome-fragment	38.37	HMM-based (lower-bound)	0.0	1.01	
uvig_204488	12124	No	NA	15	7	0	Low-quality	Genome-fragment	23.42	AAI-based (high-confidence)	0.0	1.0	
uvig_204489	11472	No	NA	25	2	0	Low-quality	Genome-fragment	19.85	AAI-based (high-confidence)	0.0	1.0	
uvig_204494	10760	No	NA	21	5	0	Low-quality	Genome-fragment	24.54	AAI-based (high-confidence)	0.0	1.0	
uvig_204495	10363	No	NA	21	5	1	Low-quality	Genome-fragment	18.78	AAI-based (high-confidence)	0.0	1.0	
uvig_204496	10142	No	NA	19	5	0	Low-quality	Genome-fragment	17.04	AAI-based (high-confidence)	0.0	1.0	
uvig_204519	30603	No	NA	48	14	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204520	45657	No	NA	70	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204523	31702	No	NA	55	20	0	High-quality	High-quality	96.43	AAI-based (high-confidence)	0.0	1.0	
uvig_204524	26664	No	NA	43	11	0	Medium-quality	Genome-fragment	72.9	AAI-based (high-confidence)	0.0	1.0	
uvig_204526	13423	No	NA	18	13	0	Low-quality	Genome-fragment	27.7	AAI-based (high-confidence)	0.0	1.0	
uvig_204527	13229	No	NA	15	4	0	Low-quality	Genome-fragment	22.84	AAI-based (high-confidence)	0.0	1.0	
uvig_204531	71967	No	NA	106	20	2	Medium-quality	Genome-fragment	71.9	AAI-based (high-confidence)	0.0	1.0	
uvig_204532	32989	No	NA	47	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204533	38731	No	NA	71	26	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_204535	70675	No	NA	91	16	5	Low-quality	Genome-fragment	36.33	AAI-based (high-confidence)	0.0	1.0	
uvig_204537	115554	No	NA	120	34	2	Medium-quality	Genome-fragment	75.04	AAI-based (high-confidence)	0.0	1.0	
uvig_204539	37655	No	NA	51	20	1	High-quality	High-quality	99.01	AAI-based (high-confidence)	0.0	1.0	
uvig_204541	34144	No	NA	47	24	0	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
uvig_204543	36871	No	NA	58	15	0	Medium-quality	Genome-fragment	86.54	AAI-based (medium-confidence)	0.0	1.0	
uvig_204553	26797	No	NA	35	6	1	Low-quality	Genome-fragment	47.45	AAI-based (high-confidence)	0.0	1.0	
uvig_204555	16405	No	NA	23	16	0	Low-quality	Genome-fragment	44.82	AAI-based (high-confidence)	0.0	1.0	
uvig_204556	10354	No	NA	17	1	0	Low-quality	Genome-fragment	22.02	AAI-based (high-confidence)	0.0	1.0	
uvig_204561	61090	No	NA	54	0	1	Low-quality	Genome-fragment	29.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
uvig_204562	48767	Yes	45767	69	13	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	6.15	1.0	
uvig_204563	44373	No	NA	56	10	3	Medium-quality	Genome-fragment	77.99	AAI-based (medium-confidence)	0.0	1.0	
uvig_204564	40599	No	NA	76	3	1	Low-quality	Genome-fragment	29.91	AAI-based (high-confidence)	0.0	1.0	
uvig_204565	39985	No	NA	44	1	8	Low-quality	Genome-fragment	23.61	AAI-based (medium-confidence)	0.0	1.0	
uvig_204567	29780	No	NA	46	18	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_204568	29114	No	NA	21	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
uvig_204569	27807	No	NA	55	10	0	Low-quality	Genome-fragment	24.24	AAI-based (high-confidence)	0.0	1.0	
