contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
3300036794.a:Ga0376665_0001839	7962	13	vOTU_009516	gc_001793	fc_000089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0165	0.9763	0	0	7	-21.0905	-17.6909	17.5984	Low-quality	15.25	AAI-based (medium-confidence)	45.26	55.43
3300036794.a:Ga0376665_0001976	7782	7	vOTU_009539	gc_001354	fc_000016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0147	0.9779	0	0	3	-11.3744	-7.0334	6.6218	Low-quality	21.49	AAI-based (medium-confidence)	57.44	85.17
3300036794.a:Ga0376665_0002052	7691	14	vOTU_009517	gc_000055	fc_000074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0257	0.0424	0.9319	0	0	1	-7.101	-7.2261	2.9081	Low-quality	10.56	AAI-based (high-confidence)	69.44	87.02
3300036794.a:Ga0376665_0004308	5955	8	vOTU_009522	gc_002800	fc_000509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0157	0.9761	0	0	1	-9.3973	-8.4805	7.9157	Low-quality	8.54	AAI-based (medium-confidence)	39.38	65.93
3300036794.a:Ga0376665_0004419	5909	9	vOTU_009536	gc_012134	fc_000332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0336	0.0326	0.9339	0	0	2	-14.3234	-11.5702	10.0701	Low-quality	9.18	AAI-based (medium-confidence)	34.75	52.92
3300036794.a:Ga0376665_0005289	5527	8	vOTU_009518	gc_001696	fc_000017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0119	0.981	0	0	3	-8.8438	-8.7824	8.2285	Low-quality	11.65	AAI-based (medium-confidence)	39.82	62.24
3300036794.a:Ga0376665_0005589	5412	8	vOTU_009523	gc_000111	fc_000089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0196	0.9728	0	0	3	-9.551	-7.9491	7.9369	Low-quality	6.21	AAI-based (high-confidence)	71.96	91.84
3300036795.a:Ga0376668_0000041	129193	197	vOTU_009629	gc_000749	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.016	0.0552	0.9288	0	0	4	-84.4328	-66.1626	54.2347	Complete	100.0	DTR (high-confidence)	48.37	20.56
3300036795.a:Ga0376668_0000101	79278	144	vOTU_009619	gc_002454	fc_000335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0441	0.9462	0	0	5	-85.5579	-66.0593	58.0243	High-quality	93.1	AAI-based (high-confidence)	73.79	39.09
3300036795.a:Ga0376668_0000114	75683	117	vOTU_009638	gc_006067	fc_000521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0166	0.0244	0.959	0	0	3	-50.6802	-44.8906	40.6055	High-quality	100.0	AAI-based (medium-confidence)	50.8	37.35
3300036795.a:Ga0376668_0000120	73707	113	vOTU_009633	gc_006067	fc_000521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.015	0.0266	0.9584	0	0	3	-45.7738	-49.4164	42.27	Complete	100.0	DTR (high-confidence)	100.0	99.68
3300036795.a:Ga0376668_0000138	70601	117	vOTU_009601	gc_001446	fc_000058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0107	0.0295	0.9598	0	0	5	-112.0931	-71.003	67.0504	Complete	100.0	DTR (high-confidence)	46.52	22.63
3300036795.a:Ga0376668_0000140	69317	105	vOTU_009588	gc_001529	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0307	0.9594	0	0	5	-56.5595	-47.539	44.4147	Medium-quality	66.19	HMM-based (lower-bound)	40.47	13.13
3300036795.a:Ga0376668_0000143	68738	124	vOTU_009594	gc_006064	fc_000452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0095	0.0349	0.9556	0	0	6	-57.846	-55.7998	47.1024	Complete	100.0	DTR (high-confidence)	100.0	90.26
3300036795.a:Ga0376668_0000155	67416	99	vOTU_009546	gc_012164	fc_000625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0163	0.9762	0	0	8	-77.8005	-64.8119	60.1886	High-quality	100.0	AAI-based (medium-confidence)	48.79	16.56
3300036795.a:Ga0376668_0000190	61630	47	vOTU_009611	gc_001544	fc_000522	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes		0.3677	0.5022	0.1301	0	0	0	-1.2648	-9.5976	-25.5878	Complete	100.0	DTR (high-confidence)	23.4	9.6
3300036795.a:Ga0376668_0000191	61623	81	vOTU_009606	gc_001876	fc_000098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0247	0.9653	0	0	8	-38.9898	-35.4732	29.9468	Medium-quality	66.47	AAI-based (medium-confidence)	36.39	22.34
3300036795.a:Ga0376668_0000277	52734	89	vOTU_009620	gc_012143	fc_004208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.0288	0.9608	0	0	9	-49.1783	-50.0979	44.4721	Complete	100.0	DTR (high-confidence)	31.57	15.52
3300036795.a:Ga0376668_0000290	51836	83	vOTU_002363	gc_000501	fc_000026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.014	0.9776	0	0	6	-47.8693	-44.2051	41.3742	Medium-quality	80.92	AAI-based (medium-confidence)	49.46	39.0
3300036795.a:Ga0376668_0000294	51570	81	vOTU_009630	gc_000185	fc_000026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0094	0.013	0.9777	0	0	7	-46.2971	-45.4927	42.0867	Complete	100.0	DTR (medium-confidence)	52.5	44.29
3300036795.a:Ga0376668_0000499	40732	61	vOTU_009610	gc_012152	fc_004211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0128	0.0261	0.9611	0	0	2	-26.6633	-21.0307	17.1433	Low-quality	39.78	AAI-based (medium-confidence)	43.69	22.98
3300036795.a:Ga0376668_0000537	39304	57	vOTU_009597	gc_005544	fc_000540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.0245	0.9653	0	0	5	-37.4644	-33.9314	29.839	Complete	100.0	DTR (high-confidence)	49.16	40.0
3300036795.a:Ga0376668_0000672	35470	51	vOTU_003292	gc_006069	fc_000540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0177	0.9747	0	0	5	-42.076	-39.3423	36.5666	Low-quality	44.74	HMM-based (lower-bound)	42.08	21.89
3300036795.a:Ga0376668_0000692	34837	43	vOTU_009621	gc_001529	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0119	0.0342	0.9539	0	0	1	-25.3688	-20.9955	20.2399	Medium-quality	50.68	AAI-based (medium-confidence)	39.82	22.53
3300036795.a:Ga0376668_0000798	32683	75	vOTU_009602	gc_012160	fc_004213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0138	0.0648	0.9213	0	0	0	-34.3803	-25.8309	24.8929	Low-quality	30.43	HMM-based (lower-bound)	38.75	6.57
3300036795.a:Ga0376668_0000910	31046	48	vOTU_009625	gc_000525	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0208	0.066	0.9132	0	0	3	-21.6901	-17.5744	16.9159	Low-quality	20.51	AAI-based (high-confidence)	78.38	79.51
3300036795.a:Ga0376668_0000914	30965	58	vOTU_009639	gc_004036	fc_000540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0119	0.0409	0.9473	0	0	3	-42.3139	-27.7695	25.2477	Medium-quality	56.06	AAI-based (medium-confidence)	43.39	24.03
3300036795.a:Ga0376668_0000929	30747	38	vOTU_009595	gc_000106	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0147	0.9768	0	0	6	-29.6889	-28.3505	22.2254	Medium-quality	60.5	AAI-based (medium-confidence)	43.1	21.35
3300036795.a:Ga0376668_0000948	30400	27	vOTU_009512	gc_012165	fc_004214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0295	0.0312	0.9393	0	0	3	-11.7477	-13.0999	10.0119	Low-quality	36.22	AAI-based (medium-confidence)	27.73	34.57
3300036795.a:Ga0376668_0001055	28896	71	vOTU_009622	gc_012144	fc_004209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0106	0.0444	0.945	0	0	1	-14.6143	-10.785	9.7058	Low-quality	28.05	HMM-based (lower-bound)	38.87	12.44
3300036795.a:Ga0376668_0001292	26345	56	vOTU_009433	gc_012173	fc_000265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.0222	0.9691	0	0	0	-27.6851	-24.7512	21.9099	Low-quality	12.64	HMM-based (lower-bound)	48.75	13.16
3300036795.a:Ga0376668_0001439	24887	30	vOTU_009617	gc_012142	fc_000089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0118	0.9813	0	0	9	-38.0361	-30.1007	28.4163	Low-quality	47.3	AAI-based (medium-confidence)	44.16	19.4
3300036795.a:Ga0376668_0001598	23710	37	vOTU_009578	gc_012139	fc_004207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0113	0.0333	0.9553	0	0	0	-20.8512	-15.7223	14.2116	Low-quality	28.29	HMM-based (lower-bound)	40.4	10.75
3300036795.a:Ga0376668_0001680	23182	42	vOTU_009428	gc_006068	fc_000017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.0715	0.9181	0	0	1	-14.6747	-10.8759	9.9823	Low-quality	48.06	AAI-based (medium-confidence)	40.07	22.77
3300036795.a:Ga0376668_0002081	21162	34	vOTU_009445	gc_006070	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0125	0.0297	0.9578	0	0	0	-22.9817	-13.7915	11.3705	Low-quality	25.24	HMM-based (lower-bound)	29.68	20.83
3300036795.a:Ga0376668_0002131	20977	47	vOTU_009607	gc_012162	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0145	0.9771	0	0	1	-20.971	-20.8343	20.1405	Low-quality	34.91	AAI-based (medium-confidence)	51.7	32.69
3300036795.a:Ga0376668_0002254	20455	27	vOTU_009584	gc_000350	fc_000090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0206	0.0408	0.9386	0	0	1	-18.9788	-23.3407	18.9788	Low-quality	9.72	AAI-based (medium-confidence)	42.33	39.62
3300036795.a:Ga0376668_0002486	19538	33	vOTU_009626	gc_012145	fc_000020	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0117	0.9811	0	0	2	-17.1232	-14.7883	14.3032	Low-quality	35.72	AAI-based (medium-confidence)	47.88	41.43
3300036795.a:Ga0376668_0002515	19472	25	vOTU_009579	gc_012140	fc_000098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0134	0.1004	0.8863	0	0	1	-11.1254	-6.9257	6.4429	Low-quality	19.22	AAI-based (medium-confidence)	46.71	32.13
3300036795.a:Ga0376668_0002599	19154	20	vOTU_009603	gc_000880	fc_000065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.02	0.9727	0	0	4	-24.8198	-21.4317	20.6653	Low-quality	26.08	AAI-based (high-confidence)	60.04	39.73
3300036795.a:Ga0376668_0002650	19037	27	vOTU_009634	gc_012148	fc_000521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.0165	0.9748	0	0	2	-15.7132	-13.352	11.7554	Low-quality	25.83	AAI-based (medium-confidence)	53.9	44.89
3300036795.a:Ga0376668_0002730	18834	39	vOTU_009583	gc_012154	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0145	0.9782	0	0	1	-20.6534	-18.8776	16.5225	Low-quality	22.86	AAI-based (medium-confidence)	47.83	20.99
3300036795.a:Ga0376668_0003111	17766	24	vOTU_009590	gc_000350	fc_000090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0132	0.0516	0.9352	0	0	3	-15.8771	-13.4997	11.6062	Low-quality	12.84	AAI-based (high-confidence)	62.4	49.06
3300036795.a:Ga0376668_0003189	17551	24	vOTU_009635	gc_012149	fc_000081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0133	0.9785	0	0	5	-16.8058	-14.8033	14.5812	Low-quality	20.65	AAI-based (medium-confidence)	39.87	29.87
3300036795.a:Ga0376668_0003457	16951	31	vOTU_009424	gc_012170	fc_004216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0167	0.0938	0.8895	0	0	1	-7.5171	-7.1952	5.8701	Not-determined			51.3	4.61
3300036795.a:Ga0376668_0003459	16949	20	vOTU_009429	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0105	0.0132	0.9764	0	0	5	-28.8402	-26.7949	26.6368	Low-quality	29.28	AAI-based (medium-confidence)	52.12	75.67
3300036795.a:Ga0376668_0003786	16301	28	vOTU_009511	gc_000003	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0133	0.9786	0	0	1	-29.9785	-28.8489	28.6334	Low-quality	27.26	AAI-based (medium-confidence)	57.26	68.55
3300036795.a:Ga0376668_0003888	16095	40	vOTU_009440	gc_012176	fc_004217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0164	0.9748	0	0	1	-7.7966	-6.3972	6.0134	Low-quality	22.91	HMM-based (lower-bound)	56.7	11.31
3300036795.a:Ga0376668_0004040	15863	29	vOTU_009613	gc_012146	fc_000272	Viruses		0.0122	0.0356	0.9522	0	0	1	-12.6858	-5.5896	5.545	Not-determined			46.7	11.71
3300036795.a:Ga0376668_0004194	15632	16	vOTU_009438	gc_002800	fc_000509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0152	0.9749	0	0	1	-17.8692	-15.1501	13.407	Low-quality	22.42	AAI-based (medium-confidence)	47.04	36.21
3300036795.a:Ga0376668_0004283	15461	13	vOTU_009618	gc_001963	fc_000090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0125	0.0257	0.9618	0	0	2	-13.9568	-11.1119	10.6765	Low-quality	11.84	AAI-based (medium-confidence)	47.84	40.63
3300036795.a:Ga0376668_0004445	15201	18	vOTU_009628	gc_003137	fc_000637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0111	0.0181	0.9708	0	0	9	-24.7674	-18.9697	17.8479	Low-quality	31.65	AAI-based (medium-confidence)	40.89	47.48
3300036795.a:Ga0376668_0004851	14591	22	vOTU_009640	gc_012150	fc_004210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0113	0.9818	0	0	0	-22.3901	-16.1737	16.0389	Low-quality	20.36	AAI-based (medium-confidence)	54.69	59.02
3300036795.a:Ga0376668_0005231	14101	17	vOTU_009585	gc_012155	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0276	0.9626	0	0	2	-15.3073	-13.1012	12.7546	Low-quality	19.83	HMM-based (lower-bound)	52.2	11.03
3300036795.a:Ga0376668_0005731	13507	21	vOTU_009608	gc_002483	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0149	0.9776	0	0	7	-22.9725	-22.414	21.6867	Low-quality	29.96	AAI-based (medium-confidence)	50.87	44.64
3300036795.a:Ga0376668_0005994	13207	21	vOTU_009425	gc_000003	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0121	0.9802	0	0	0	-17.1828	-17.1828	17.1828	Low-quality	22.15	AAI-based (high-confidence)	58.93	58.03
3300036795.a:Ga0376668_0006362	12862	14	vOTU_009415	gc_000106	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0227	0.9686	0	0	4	-19.4891	-13.6765	12.6597	Low-quality	30.66	AAI-based (medium-confidence)	42.52	61.46
3300036795.a:Ga0376668_0006664	12574	35	vOTU_009591	gc_012157	fc_004212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.029	0.9608	0	0	0	-10.6101	-11.3016	8.8195	Low-quality	12.31	HMM-based (lower-bound)	44.9	10.15
3300036795.a:Ga0376668_0007244	12068	14	vOTU_009416	gc_012179	fc_000530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0142	0.0814	0.9044	0	0	0	-9.553	-8.0897	7.3802	Low-quality	15.57	AAI-based (medium-confidence)	50.68	74.27
3300036795.a:Ga0376668_0007479	11875	19	vOTU_009435	gc_012174	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0143	0.9771	0	0	2	-14.5183	-13.7678	12.9559	Low-quality	17.35	AAI-based (medium-confidence)	52.85	59.7
3300036795.a:Ga0376668_0007553	11809	18	vOTU_009581	gc_012153	fc_000214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0094	0.0221	0.9685	0	0	1	-15.1414	-5.9971	5.487	Low-quality	16.15	HMM-based (lower-bound)	53.4	15.57
3300036795.a:Ga0376668_0007565	11794	16	vOTU_009441	gc_000210	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0091	0.0191	0.9718	0	0	3	-9.1213	-8.53	8.099	Low-quality	8.66	AAI-based (high-confidence)	62.59	60.17
3300036795.a:Ga0376668_0008435	11201	9	vOTU_009631	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0113	0.9816	0	0	3	-10.614	-10.3557	10.0122	Low-quality	18.7	AAI-based (high-confidence)	75.47	42.81
3300036795.a:Ga0376668_0008843	10962	11	vOTU_009636	gc_000769	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0147	0.0368	0.9485	0	0	1	-6.0357	-4.6251	4.551	Low-quality	7.24	AAI-based (high-confidence)	61.37	98.26
3300036795.a:Ga0376668_0009196	10768	8	vOTU_009430	gc_000596	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0144	0.0335	0.9521	0	0	1	-9.0177	-6.029	5.3888	Low-quality	11.98	AAI-based (medium-confidence)	51.0	78.87
3300036795.a:Ga0376668_0009297	10715	16	vOTU_009414	gc_012180	fc_000072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0221	0.9694	0	0	1	-16.947	-12.0161	11.3104	Low-quality	20.73	AAI-based (medium-confidence)	57.24	27.56
3300036795.a:Ga0376668_0009803	10450	23	vOTU_009417	gc_012166	fc_004215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.009	0.0317	0.9593	0	0	0	-19.0664	-12.4803	11.4033	Low-quality	22.84	AAI-based (medium-confidence)	59.15	18.29
3300036795.a:Ga0376668_0010140	10273	12	vOTU_009418	gc_012167	fc_000074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0136	0.9784	0	0	2	-13.1413	-11.2041	11.0897	Low-quality	10.1	AAI-based (medium-confidence)	30.1	43.19
3300036795.a:Ga0376668_0011059	9853	11	vOTU_009596	gc_000751	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0127	0.9791	0	0	1	-16.6124	-14.853	14.8257	Low-quality	16.15	HMM-based (lower-bound)	38.93	20.21
3300036795.a:Ga0376668_0011355	9722	13	vOTU_009623	gc_000830	fc_000016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0214	0.9697	0	0	4	-16.7805	-12.2986	11.488	Low-quality	21.19	AAI-based (high-confidence)	57.91	62.07
3300036795.a:Ga0376668_0011775	9550	15	vOTU_009612	gc_001137	fc_000065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0125	0.9802	0	0	4	-22.4073	-17.2545	16.6254	Low-quality	19.61	AAI-based (medium-confidence)	44.44	40.57
3300036795.a:Ga0376668_0012651	9205	13	vOTU_009598	gc_001417	fc_000089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0114	0.0172	0.9714	0	0	7	-16.6614	-14.8464	14.7344	Low-quality	17.44	AAI-based (medium-confidence)	48.92	73.74
3300036795.a:Ga0376668_0012821	9147	14	vOTU_009432	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.012	0.981	0	0	2	-17.5354	-17.1247	16.9335	Low-quality	15.28	AAI-based (high-confidence)	60.75	60.19
3300036795.a:Ga0376668_0012957	9100	11	vOTU_009592	gc_004028	fc_000509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0101	0.0175	0.9724	0	0	2	-7.4491	-7.0978	6.1261	Low-quality	13.05	AAI-based (medium-confidence)	47.8	42.49
3300036795.a:Ga0376668_0013071	9062	9	vOTU_009439	gc_012175	fc_000111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0178	0.9737	0	0	1	-9.7239	-8.1649	7.7792	Low-quality	14.78	HMM-based (lower-bound)	36.9	9.82
3300036795.a:Ga0376668_0013208	9016	8	vOTU_009614	gc_000569	fc_000005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0262	0.0359	0.9379	0	0	2	-7.4396	-6.576	6.576	Low-quality	15.95	AAI-based (medium-confidence)	57.2	26.87
3300036795.a:Ga0376668_0013382	8959	15	vOTU_009580	gc_002004	fc_000132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0107	0.031	0.9583	0	0	2	-12.7982	-12.1211	11.0207	Low-quality	14.95	AAI-based (medium-confidence)	41.01	46.72
3300036795.a:Ga0376668_0013535	8908	15	vOTU_009442	gc_012177	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0124	0.059	0.9286	0	0	1	-8.6324	-5.9574	5.8234	Low-quality	12.66	HMM-based (lower-bound)	48.4	14.23
3300036795.a:Ga0376668_0013997	8754	20	vOTU_009599	gc_012159	fc_000008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0132	0.0439	0.9429	0	0	1	-9.1619	-5.5508	5.412	Low-quality	8.97	HMM-based (lower-bound)	27.0	26.68
3300036795.a:Ga0376668_0014102	8724	11	vOTU_009587	gc_012156	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0167	0.9752	0	0	1	-9.1893	-8.2715	8.2715	Low-quality	11.19	HMM-based (lower-bound)	36.5	13.93
3300036795.a:Ga0376668_0014212	8688	11	vOTU_009426	gc_012171	fc_000751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0143	0.0257	0.96	0	0	4	-14.7434	-11.066	10.0477	Low-quality	20.49	AAI-based (medium-confidence)	47.77	26.96
3300036795.a:Ga0376668_0014679	8549	12	vOTU_009589	gc_000523	fc_000081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0094	0.0249	0.9657	0	0	3	-10.2571	-10.4465	10.2571	Low-quality	9.59	AAI-based (medium-confidence)	49.53	47.2
3300036795.a:Ga0376668_0014764	8518	11	vOTU_009593	gc_012158	fc_000497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0145	0.0267	0.9588	0	0	1	-10.3075	-10.3157	10.3075	Low-quality	10.19	AAI-based (high-confidence)	75.64	27.72
3300036795.a:Ga0376668_0015018	8448	12	vOTU_009624	gc_002009	fc_000452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0134	0.9789	0	0	4	-11.2514	-9.8523	9.8337	Low-quality	12.29	AAI-based (medium-confidence)	52.2	32.86
3300036795.a:Ga0376668_0015293	8374	17	vOTU_009627	gc_012147	fc_000497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0152	0.0793	0.9055	0	0	1	-8.3934	-6.0582	5.8398	Low-quality	8.59	HMM-based (lower-bound)	50.8	21.59
3300036795.a:Ga0376668_0015405	8347	10	vOTU_009443	gc_000112	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0176	0.9742	0	0	5	-14.8314	-13.5977	12.8241	Low-quality	16.74	AAI-based (medium-confidence)	55.39	79.84
3300036795.a:Ga0376668_0015799	8241	10	vOTU_009604	gc_000580	fc_000017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0092	0.043	0.9477	0	0	1	-6.8706	-6.8799	6.8706	Low-quality	18.18	AAI-based (high-confidence)	59.76	54.21
3300036795.a:Ga0376668_0016445	8087	6	vOTU_009615	gc_000569	fc_000005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0139	0.9791	0	0	3	-10.9999	-7.3615	7.3494	Low-quality	13.24	AAI-based (medium-confidence)	54.57	89.29
3300036795.a:Ga0376668_0016877	7989	15	vOTU_009586	gc_002341	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0125	0.9805	0	0	2	-17.7831	-17.0896	16.583	Low-quality	11.48	AAI-based (high-confidence)	67.06	64.87
3300036795.a:Ga0376668_0016897	7984	14	vOTU_009600	gc_000872	fc_000034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0136	0.9794	0	0	3	-14.7179	-13.3043	13.2187	Low-quality	16.27	AAI-based (medium-confidence)	55.31	53.02
3300036795.a:Ga0376668_0016951	7972	8	vOTU_009641	gc_012151	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.0213	0.9684	0	0	1	-4.1067	-3.2877	2.7229	Low-quality	11.38	HMM-based (lower-bound)	42.1	19.53
