"","Accession","total.ParS.hits","pos.ParS.hit"
"4067","UHGV-0148103",0,0
"4068","UHGV-0148107",0,0
"4069","UHGV-0148125",0,0
"4070","UHGV-0148346",0,0
"4071","UHGV-0148349",0,0
"4072","UHGV-0148391",0,0
"4073","UHGV-0148455",0,0
"4074","UHGV-0148879",0,0
"4075","UHGV-0149030",0,0
"4076","UHGV-0149073",0,0
"4077","UHGV-0149119",0,0
"4078","UHGV-0149133",0,0
"4079","UHGV-0149321",0,0
"4080","UHGV-0149552",0,0
"4081","UHGV-0149616",0,0
"4082","UHGV-0149794",0,0
"4083","UHGV-0149801",0,0
"4084","UHGV-0149807",0,0
"4085","UHGV-0150210",0,0
"4086","UHGV-0150281",0,0
"4087","UHGV-0150413",0,0
"4088","UHGV-0150679",0,0
"4089","UHGV-0150680",0,0
"4090","UHGV-0150862",0,0
"4091","UHGV-0150886",0,0
"4092","UHGV-0151122",0,0
"4093","UHGV-0151232",0,0
"4094","UHGV-0151246",0,0
"4095","UHGV-0151291",0,0
"4096","UHGV-0151352",0,0
"4097","UHGV-0151758",0,0
"4098","UHGV-0152002",0,0
"4099","UHGV-0152055",0,0
"4100","UHGV-0152061",0,0
"4101","UHGV-0152213",0,0
"4102","UHGV-0152251",0,0
"4103","UHGV-0152283",0,0
"4104","UHGV-0152485",0,0
"4105","UHGV-0152632",0,0
"4106","UHGV-0152676",0,0
"4107","UHGV-0152698",0,0
"4108","UHGV-0152765",0,0
"4109","UHGV-0152908",0,0
"4110","UHGV-0152926",0,0
"4111","UHGV-0152970",0,0
"4112","UHGV-0153086",0,0
"4113","UHGV-0153162",0,0
"4114","UHGV-0153318",0,0
"4115","UHGV-0153343",0,0
"4116","UHGV-0153644",0,0
"4117","UHGV-0153652",0,0
"4118","UHGV-0153798",0,0
"4119","UHGV-0153843",0,0
"4120","UHGV-0153860",0,0
"4121","UHGV-0153934",0,0
"4122","UHGV-0154140",0,0
"4123","UHGV-0154356",0,0
"4124","UHGV-0154449",0,0
"4125","UHGV-0154538",0,0
"4126","UHGV-0154626",0,0
"4127","UHGV-0154766",0,0
"4128","UHGV-0154844",0,0
"4129","UHGV-0154970",0,0
"4130","UHGV-0155172",0,0
"4131","UHGV-0155334",0,0
"4132","UHGV-0155438",0,0
"4133","UHGV-0155539",0,0
"4134","UHGV-0155575",0,0
"4135","UHGV-0155680",0,0
"4136","UHGV-0155708",0,0
"4137","UHGV-0155918",0,0
"4138","UHGV-0156012",0,0
"4139","UHGV-0156201",0,0
"4140","UHGV-0156231",0,0
"4141","UHGV-0156335",0,0
"4142","UHGV-0156465",0,0
"4143","UHGV-0156610",0,0
"4144","UHGV-0156653",0,0
"4145","UHGV-0156818",0,0
"4146","UHGV-0157151",0,0
"4147","UHGV-0157225",0,0
"4148","UHGV-0157284",0,0
"4149","UHGV-0157297",0,0
"4150","UHGV-0157300",0,0
"4151","UHGV-0157337",0,0
"4152","UHGV-0157403",0,0
"4153","UHGV-0157633",0,0
"4154","UHGV-0157721",0,0
"4155","UHGV-0157757",0,0
"4156","UHGV-0158125",0,0
"4157","UHGV-0158220",0,0
"4158","UHGV-0158415",0,0
"4159","UHGV-0158475",0,0
"4160","UHGV-0158538",0,0
"4161","UHGV-0158589",0,0
"4162","UHGV-0158631",0,0
"4163","UHGV-0158693",0,0
"4164","UHGV-0158743",0,0
"4165","UHGV-0158829",0,0
"4166","UHGV-0158835",0,0
"4167","UHGV-0159232",0,0
"4168","UHGV-0159417",0,0
"4169","UHGV-0159444",0,0
"4170","UHGV-0159518",0,0
"4171","UHGV-0159666",0,0
"4172","UHGV-0159830",0,0
"4173","UHGV-0159848",0,0
"4174","UHGV-0160105",0,0
"4175","UHGV-0160126",0,0
"4176","UHGV-0160184",0,0
"4177","UHGV-0160553",0,0
"4178","UHGV-0160621",0,0
"4179","UHGV-0160948",0,0
"4180","UHGV-0161266",0,0
"4181","UHGV-0161313",0,0
"4182","UHGV-0161339",0,0
"4183","UHGV-0161386",0,0
"4184","UHGV-0161483",0,0
"4185","UHGV-0161517",0,0
"4186","UHGV-0161549",0,0
"4187","UHGV-0161572",0,0
"4188","UHGV-0161723",0,0
"4189","UHGV-0161880",0,0
"4190","UHGV-0162226",0,0
"4191","UHGV-0162227",0,0
"4192","UHGV-0162322",0,0
"4193","UHGV-0162502",0,0
"4194","UHGV-0162596",0,0
"4195","UHGV-0162601",0,0
"4196","UHGV-0163077",0,0
"4197","UHGV-0163214",0,0
"4198","UHGV-0163422",0,0
"4199","UHGV-0163556",0,0
"4200","UHGV-0163892",0,0
"4201","UHGV-0164341",0,0
"4202","UHGV-0164356",0,0
"4203","UHGV-0164434",0,0
"4204","UHGV-0164570",0,0
"4205","UHGV-0164731",0,0
"4206","UHGV-0164732",0,0
"4207","UHGV-0164761",0,0
"4208","UHGV-0165037",0,0
"4209","UHGV-0165754",0,0
"4210","UHGV-0166076",0,0
"4211","UHGV-0166372",0,0
"4212","UHGV-0166493",0,0
"4213","UHGV-0166551",0,0
"4214","UHGV-0166731",0,0
"4215","UHGV-0166760",0,0
"4216","UHGV-0167113",0,0
"4217","UHGV-0167187",0,0
"4218","UHGV-0167689",0,0
"4219","UHGV-0167729",0,0
"4220","UHGV-0167738",0,0
"4221","UHGV-0167805",0,0
"4222","UHGV-0167831",0,0
"4223","UHGV-0168329",0,0
"4224","UHGV-0168593",0,0
"4225","UHGV-0168697",0,0
"4226","UHGV-0169089",0,0
"4227","UHGV-0169250",0,0
"4228","UHGV-0169299",0,0
"4229","UHGV-0169508",0,0
"4230","UHGV-0170009",0,0
"4231","UHGV-0170538",0,0
"4232","UHGV-0170647",0,0
"4233","UHGV-0170758",0,0
"4234","UHGV-0170971",0,0
"4235","UHGV-0170979",0,0
"4236","UHGV-0171097",0,0
"4237","UHGV-0171205",0,0
"4238","UHGV-0171488",0,0
"4239","UHGV-0171547",0,0
"4240","UHGV-0171653",0,0
"4241","UHGV-0171689",0,0
"4242","UHGV-0171692",0,0
"4243","UHGV-0171699",0,0
"4244","UHGV-0171708",0,0
"4245","UHGV-0171766",0,0
"4246","UHGV-0172103",0,0
"4247","UHGV-0172370",0,0
"4248","UHGV-0172432",0,0
"4249","UHGV-0172435",0,0
"4250","UHGV-0172519",0,0
"4251","UHGV-0172612",0,0
"4252","UHGV-0172894",0,0
"4253","UHGV-0172984",0,0
"4254","UHGV-0173008",0,0
"4255","UHGV-0173012",0,0
"4256","UHGV-0173219",0,0
"4257","UHGV-0173366",0,0
"4258","UHGV-0173368",0,0
"4259","UHGV-0173436",0,0
"4260","UHGV-0173468",0,0
"4261","UHGV-0173530",0,0
"4262","UHGV-0173728",0,0
"4263","UHGV-0173848",0,0
"4264","UHGV-0173985",0,0
"4265","UHGV-0174163",0,0
"4266","UHGV-0174273",0,0
"4267","UHGV-0174412",0,0
"4268","UHGV-0174428",0,0
"4269","UHGV-0174429",0,0
"4270","UHGV-0174476",0,0
"4271","UHGV-0174487",0,0
"4272","UHGV-0174586",0,0
"4273","UHGV-0174616",0,0
"4274","UHGV-0174629",0,0
"4275","UHGV-0174774",0,0
"4276","UHGV-0174866",0,0
"4277","UHGV-0174932",0,0
"4278","UHGV-0174934",0,0
"4279","UHGV-0174935",0,0
"4280","UHGV-0174938",0,0
"4281","UHGV-0174974",0,0
"4282","UHGV-0174996",0,0
"4283","UHGV-0175052",0,0
"4284","UHGV-0175055",0,0
"4285","UHGV-0175070",0,0
"4286","UHGV-0175084",0,0
"4287","UHGV-0175100",0,0
"4288","UHGV-0175141",0,0
"4289","UHGV-0175207",0,0
"4290","UHGV-0175216",0,0
"4291","UHGV-0175245",0,0
"4292","UHGV-0175270",0,0
"4293","UHGV-0175326",0,0
"4294","UHGV-0175437",0,0
"4295","UHGV-0175498",0,0
"4296","UHGV-0175867",0,0
"4297","UHGV-0175936",0,0
"4298","UHGV-0176114",0,0
"4299","UHGV-0176186",0,0
"4300","UHGV-0176227",0,0
"4301","UHGV-0176381",0,0
"4302","UHGV-0176544",0,0
"4303","UHGV-0176580",0,0
"4304","UHGV-0176589",0,0
"4305","UHGV-0176636",0,0
"4306","UHGV-0176719",0,0
"4307","UHGV-0176726",0,0
"4308","UHGV-0176729",0,0
"4309","UHGV-0176771",0,0
"4310","UHGV-0176857",0,0
"4311","UHGV-0176879",0,0
"4312","UHGV-0177017",0,0
"4313","UHGV-0177023",0,0
"4314","UHGV-0177187",0,0
"4315","UHGV-0177193",0,0
"4316","UHGV-0177227",0,0
"4317","UHGV-0177320",0,0
"4318","UHGV-0177407",0,0
"4319","UHGV-0177499",0,0
"4320","UHGV-0177500",0,0
"4321","UHGV-0177584",0,0
"4322","UHGV-0177650",0,0
"4323","UHGV-0177790",0,0
"4324","UHGV-0177796",0,0
"4325","UHGV-0177890",0,0
"4326","UHGV-0177905",0,0
"4327","UHGV-0177963",0,0
"4328","UHGV-0178136",0,0
"4329","UHGV-0178400",0,0
"4330","UHGV-0178692",0,0
"4331","UHGV-0178740",0,0
"4332","UHGV-0178741",0,0
"4333","UHGV-0179008",0,0
"4334","UHGV-0179235",0,0
"4335","UHGV-0179269",0,0
"4336","UHGV-0179323",0,0
"4337","UHGV-0179328",0,0
"4338","UHGV-0179362",0,0
"4339","UHGV-0179571",0,0
"4340","UHGV-0179582",0,0
"4341","UHGV-0179738",0,0
"4342","UHGV-0179779",0,0
"4343","UHGV-0179881",0,0
"4344","UHGV-0180084",0,0
"4345","UHGV-0180230",0,0
"4346","UHGV-0180338",0,0
"4347","UHGV-0180362",0,0
"4348","UHGV-0180381",0,0
"4349","UHGV-0180464",0,0
"4350","UHGV-0180494",0,0
"4351","UHGV-0180611",0,0
"4352","UHGV-0180763",0,0
"4353","UHGV-0180859",0,0
"4354","UHGV-0180922",0,0
"4355","UHGV-0180942",1,1
"4356","UHGV-0181008",0,0
"4357","UHGV-0181358",0,0
"4358","UHGV-0181432",0,0
"4359","UHGV-0181523",0,0
"4360","UHGV-0181555",0,0
"4361","UHGV-0181747",0,0
"4362","UHGV-0181832",0,0
"4363","UHGV-0181920",0,0
"4364","UHGV-0182224",0,0
"4365","UHGV-0182267",0,0
"4366","UHGV-0182287",0,0
"4367","UHGV-0182402",0,0
"4368","UHGV-0182567",0,0
"4369","UHGV-0182602",0,0
"4370","UHGV-0182698",0,0
"4371","UHGV-0182804",0,0
"4372","UHGV-0182966",0,0
"4373","UHGV-0182973",0,0
"4374","UHGV-0183072",0,0
"4375","UHGV-0183214",0,0
"4376","UHGV-0183215",0,0
"4377","UHGV-0183318",0,0
"4378","UHGV-0183468",0,0
"4379","UHGV-0184176",0,0
"4380","UHGV-0184340",0,0
"4381","UHGV-0184513",0,0
"4382","UHGV-0184611",0,0
"4383","UHGV-0184612",0,0
"4384","UHGV-0184654",0,0
"4385","UHGV-0184687",0,0
"4386","UHGV-0184693",0,0
"4387","UHGV-0185184",0,0
"4388","UHGV-0185185",0,0
"4389","UHGV-0185215",0,0
"4390","UHGV-0185298",0,0
"4391","UHGV-0185502",0,0
"4392","UHGV-0185650",0,0
"4393","UHGV-0185696",0,0
"4394","UHGV-0185836",0,0
"4395","UHGV-0185880",0,0
"4396","UHGV-0186014",0,0
"4397","UHGV-0186063",0,0
"4398","UHGV-0186185",0,0
"4399","UHGV-0186232",0,0
"4400","UHGV-0186321",0,0
"4401","UHGV-0186327",0,0
"4402","UHGV-0186569",0,0
"4403","UHGV-0186647",0,0
"4404","UHGV-0186801",0,0
"4405","UHGV-0186804",0,0
"4406","UHGV-0187065",0,0
"4407","UHGV-0187176",0,0
"4408","UHGV-0187282",0,0
"4409","UHGV-0187289",0,0
"4410","UHGV-0187352",0,0
"4411","UHGV-0187357",0,0
"4412","UHGV-0187364",0,0
"4413","UHGV-0187502",0,0
"4414","UHGV-0187859",0,0
"4415","UHGV-0187860",0,0
"4416","UHGV-0187918",0,0
"4417","UHGV-0187930",0,0
"4418","UHGV-0187970",0,0
"4419","UHGV-0188056",0,0
"4420","UHGV-0188097",0,0
"4421","UHGV-0188103",0,0
"4422","UHGV-0188280",0,0
"4423","UHGV-0188426",0,0
"4424","UHGV-0188719",0,0
"4425","UHGV-0188720",0,0
"4426","UHGV-0188780",0,0
"4427","UHGV-0188809",0,0
"4428","UHGV-0188896",0,0
"4429","UHGV-0188975",0,0
"4430","UHGV-0189082",0,0
"4431","UHGV-0189161",0,0
"4432","UHGV-0189216",0,0
"4433","UHGV-0189282",0,0
"4434","UHGV-0189346",0,0
"4435","UHGV-0189370",0,0
"4436","UHGV-0189455",0,0
"4437","UHGV-0189594",0,0
"4438","UHGV-0189763",0,0
"4439","UHGV-0189828",0,0
"4440","UHGV-0190048",0,0
"4441","UHGV-0190124",0,0
"4442","UHGV-0190331",0,0
"4443","UHGV-0190335",0,0
"4444","UHGV-0190536",0,0
"4445","UHGV-0190554",0,0
"4446","UHGV-0190641",0,0
"4447","UHGV-0190761",0,0
"4448","UHGV-0190771",0,0
"4449","UHGV-0190855",0,0
"4450","UHGV-0190965",0,0
"4451","UHGV-0191433",0,0
"4452","UHGV-0191533",0,0
"4453","UHGV-0191608",0,0
"4454","UHGV-0191696",0,0
"4455","UHGV-0191885",0,0
"4456","UHGV-0192079",0,0
"4457","UHGV-0192248",0,0
"4458","UHGV-0192311",0,0
"4459","UHGV-0192366",0,0
"4460","UHGV-0192377",0,0
"4461","UHGV-0192442",0,0
"4462","UHGV-0192450",0,0
"4463","UHGV-0192727",0,0
"4464","UHGV-0192757",0,0
"4465","UHGV-0193110",0,0
"4466","UHGV-0193119",0,0
"4467","UHGV-0193196",0,0
"4468","UHGV-0193230",0,0
"4469","UHGV-0193373",0,0
"4470","UHGV-0193384",0,0
"4471","UHGV-0193537",0,0
"4472","UHGV-0193623",0,0
"4473","UHGV-0193937",0,0
"4474","UHGV-0194106",0,0
"4475","UHGV-0194194",0,0
"4476","UHGV-0194688",0,0
"4477","UHGV-0194737",0,0
"4478","UHGV-0195102",0,0
"4479","UHGV-0195405",0,0
"4480","UHGV-0195568",0,0
"4481","UHGV-0195598",0,0
"4482","UHGV-0195600",0,0
"4483","UHGV-0195759",0,0
"4484","UHGV-0195903",0,0
"4485","UHGV-0196026",0,0
"4486","UHGV-0196160",0,0
"4487","UHGV-0196185",1,1
"4488","UHGV-0196409",0,0
"4489","UHGV-0196443",0,0
"4490","UHGV-0196857",0,0
"4491","UHGV-0196880",0,0
"4492","UHGV-0196975",0,0
"4493","UHGV-0197141",0,0
"4494","UHGV-0197183",0,0
"4495","UHGV-0197243",0,0
"4496","UHGV-0197501",0,0
"4497","UHGV-0197534",0,0
"4498","UHGV-0197604",0,0
"4499","UHGV-0197714",0,0
"4500","UHGV-0197748",0,0
"4501","UHGV-0197782",0,0
"4502","UHGV-0197973",0,0
"4503","UHGV-0198028",0,0
"4504","UHGV-0198145",0,0
"4505","UHGV-0198191",0,0
"4506","UHGV-0198406",0,0
"4507","UHGV-0198527",0,0
"4508","UHGV-0198557",0,0
"4509","UHGV-0199112",0,0
"4510","UHGV-0199303",0,0
"4511","UHGV-0199318",0,0
"4512","UHGV-0199352",0,0
"4513","UHGV-0199582",0,0
"4514","UHGV-0199796",0,0
"4515","UHGV-0199816",0,0
"4516","UHGV-0200004",0,0
"4517","UHGV-0200013",0,0
"4518","UHGV-0200033",0,0
"4519","UHGV-0200061",0,0
"4520","UHGV-0200076",0,0
"4521","UHGV-0200079",0,0
"4522","UHGV-0200211",0,0
"4523","UHGV-0200402",0,0
"4524","UHGV-0200437",0,0
"4525","UHGV-0200643",0,0
"4526","UHGV-0200692",0,0
"4527","UHGV-0200711",0,0
"4528","UHGV-0200721",1,1
"4529","UHGV-0200844",0,0
"4530","UHGV-0201052",0,0
"4531","UHGV-0201431",0,0
"4532","UHGV-0201617",0,0
"4533","UHGV-0201915",0,0
"4534","UHGV-0202005",0,0
"4535","UHGV-0202054",0,0
"4536","UHGV-0202246",2,1
"4537","UHGV-0202314",0,0
"4538","UHGV-0202515",0,0
"4539","UHGV-0202607",0,0
"4540","UHGV-0202764",0,0
"4541","UHGV-0202906",0,0
"4542","UHGV-0202973",0,0
"4543","UHGV-0202983",0,0
"4544","UHGV-0203205",0,0
"4545","UHGV-0203265",0,0
"4546","UHGV-0203328",0,0
"4547","UHGV-0203377",0,0
"4548","UHGV-0203433",0,0
"4549","UHGV-0203456",0,0
"4550","UHGV-0203464",0,0
"4551","UHGV-0203482",0,0
"4552","UHGV-0203500",0,0
"4553","UHGV-0203649",0,0
"4554","UHGV-0203692",0,0
"4555","UHGV-0203833",0,0
"4556","UHGV-0203959",0,0
"4557","UHGV-0204003",0,0
"4558","UHGV-0204068",0,0
"4559","UHGV-0204071",0,0
"4560","UHGV-0204074",0,0
"4561","UHGV-0204113",0,0
"4562","UHGV-0204202",0,0
"4563","UHGV-0204283",0,0
"4564","UHGV-0204295",0,0
"4565","UHGV-0204336",0,0
"4566","UHGV-0204463",0,0
"4567","UHGV-0204554",0,0
"4568","UHGV-0204589",0,0
"4569","UHGV-0204953",0,0
"4570","UHGV-0205021",0,0
"4571","UHGV-0205030",0,0
"4572","UHGV-0205033",0,0
"4573","UHGV-0205093",0,0
"4574","UHGV-0205108",0,0
"4575","UHGV-0205141",0,0
"4576","UHGV-0205251",0,0
"4577","UHGV-0205272",0,0
"4578","UHGV-0205279",0,0
"4579","UHGV-0205280",0,0
"4580","UHGV-0205356",0,0
"4581","UHGV-0205380",0,0
"4582","UHGV-0205391",0,0
"4583","UHGV-0205579",0,0
"4584","UHGV-0205580",1,1
"4585","UHGV-0205585",0,0
"4586","UHGV-0205610",0,0
"4587","UHGV-0205685",0,0
"4588","UHGV-0205759",0,0
"4589","UHGV-0205794",0,0
"4590","UHGV-0205907",0,0
"4591","UHGV-0206006",0,0
"4592","UHGV-0206013",0,0
"4593","UHGV-0206044",0,0
"4594","UHGV-0206118",0,0
"4595","UHGV-0206207",0,0
"4596","UHGV-0206297",0,0
"4597","UHGV-0206448",0,0
"4598","UHGV-0206574",0,0
"4599","UHGV-0206656",0,0
"4600","UHGV-0206885",0,0
"4601","UHGV-0206947",0,0
"4602","UHGV-0206948",0,0
"4603","UHGV-0206955",0,0
"4604","UHGV-0207000",0,0
"4605","UHGV-0207026",0,0
"4606","UHGV-0207030",0,0
"4607","UHGV-0207069",0,0
"4608","UHGV-0207123",1,1
"4609","UHGV-0207166",0,0
"4610","UHGV-0207173",0,0
"4611","UHGV-0207174",0,0
"4612","UHGV-0207175",0,0
"4613","UHGV-0207477",0,0
"4614","UHGV-0207590",0,0
"4615","UHGV-0207688",0,0
"4616","UHGV-0207752",0,0
"4617","UHGV-0207801",0,0
"4618","UHGV-0207966",0,0
"4619","UHGV-0208078",0,0
"4620","UHGV-0208090",0,0
"4621","UHGV-0208095",0,0
"4622","UHGV-0208102",0,0
"4623","UHGV-0208163",0,0
"4624","UHGV-0208210",0,0
"4625","UHGV-0208219",0,0
"4626","UHGV-0208242",0,0
"4627","UHGV-0208249",0,0
"4628","UHGV-0208298",0,0
"4629","UHGV-0208331",0,0
"4630","UHGV-0208416",0,0
"4631","UHGV-0208439",0,0
"4632","UHGV-0208551",0,0
"4633","UHGV-0208715",0,0
"4634","UHGV-0208719",0,0
"4635","UHGV-0208832",0,0
"4636","UHGV-0208842",0,0
"4637","UHGV-0208864",0,0
"4638","UHGV-0208866",0,0
"4639","UHGV-0208867",0,0
"4640","UHGV-0208870",0,0
"4641","UHGV-0209090",0,0
"4642","UHGV-0209139",0,0
"4643","UHGV-0209168",0,0
"4644","UHGV-0209290",0,0
"4645","UHGV-0209291",0,0
"4646","UHGV-0209423",0,0
"4647","UHGV-0209455",0,0
"4648","UHGV-0209574",0,0
"4649","UHGV-0209634",0,0
"4650","UHGV-0209653",0,0
"4651","UHGV-0209670",0,0
"4652","UHGV-0209680",0,0
"4653","UHGV-0209747",0,0
"4654","UHGV-0209787",0,0
"4655","UHGV-0209859",0,0
"4656","UHGV-0210059",0,0
"4657","UHGV-0210130",0,0
"4658","UHGV-0210224",0,0
"4659","UHGV-0210263",0,0
"4660","UHGV-0210300",0,0
"4661","UHGV-0210493",0,0
"4662","UHGV-0210678",0,0
"4663","UHGV-0210681",0,0
"4664","UHGV-0210685",0,0
"4665","UHGV-0210737",0,0
"4666","UHGV-0210765",0,0
"4667","UHGV-0210820",0,0
"4668","UHGV-0211072",0,0
"4669","UHGV-0211091",0,0
"4670","UHGV-0211195",0,0
"4671","UHGV-0211200",0,0
"4672","UHGV-0211285",0,0
"4673","UHGV-0211286",0,0
"4674","UHGV-0211315",0,0
"4675","UHGV-0211490",0,0
"4676","UHGV-0211562",0,0
"4677","UHGV-0211726",0,0
"4678","UHGV-0211785",0,0
"4679","UHGV-0211811",0,0
"4680","UHGV-0211833",0,0
"4681","UHGV-0211850",0,0
"4682","UHGV-0211923",0,0
"4683","UHGV-0211978",0,0
"4684","UHGV-0212162",0,0
"4685","UHGV-0212314",0,0
"4686","UHGV-0212518",0,0
"4687","UHGV-0212536",0,0
"4688","UHGV-0212641",0,0
"4689","UHGV-0212642",0,0
"4690","UHGV-0212694",0,0
"4691","UHGV-0212743",0,0
"4692","UHGV-0212748",0,0
"4693","UHGV-0212766",0,0
"4694","UHGV-0212798",0,0
"4695","UHGV-0212887",0,0
"4696","UHGV-0212926",0,0
"4697","UHGV-0212968",0,0
"4698","UHGV-0213006",0,0
"4699","UHGV-0213028",0,0
"4700","UHGV-0213078",0,0
"4701","UHGV-0213100",0,0
"4702","UHGV-0213167",0,0
"4703","UHGV-0213208",0,0
"4704","UHGV-0213290",0,0
"4705","UHGV-0213320",0,0
"4706","UHGV-0213323",0,0
"4707","UHGV-0213324",0,0
"4708","UHGV-0213327",0,0
"4709","UHGV-0213389",0,0
"4710","UHGV-0213512",0,0
"4711","UHGV-0213749",0,0
"4712","UHGV-0213992",0,0
"4713","UHGV-0214202",0,0
"4714","UHGV-0214203",0,0
"4715","UHGV-0214439",0,0
"4716","UHGV-0214457",0,0
"4717","UHGV-0214636",0,0
"4718","UHGV-0214914",0,0
"4719","UHGV-0215154",0,0
"4720","UHGV-0215233",0,0
"4721","UHGV-0215255",1,1
"4722","UHGV-0215521",0,0
"4723","UHGV-0216082",0,0
"4724","UHGV-0216146",0,0
"4725","UHGV-0216161",0,0
"4726","UHGV-0216401",0,0
"4727","UHGV-0216473",0,0
"4728","UHGV-0216533",0,0
"4729","UHGV-0216714",0,0
"4730","UHGV-0216864",0,0
"4731","UHGV-0217162",0,0
"4732","UHGV-0217350",0,0
"4733","UHGV-0217460",0,0
"4734","UHGV-0218009",0,0
"4735","UHGV-0218061",0,0
"4736","UHGV-0218247",0,0
"4737","UHGV-0218555",0,0
"4738","UHGV-0218580",0,0
"4739","UHGV-0219368",0,0
"4740","UHGV-0219725",0,0
"4741","UHGV-0220280",1,1
"4742","UHGV-0220318",0,0
"4743","UHGV-0220911",0,0
"4744","UHGV-0221020",0,0
"4745","UHGV-0221127",0,0
"4746","UHGV-0221300",0,0
"4747","UHGV-0221891",0,0
"4748","UHGV-0221952",0,0
"4749","UHGV-0222321",0,0
"4750","UHGV-0222554",0,0
"4751","UHGV-0223497",0,0
"4752","UHGV-0223529",0,0
"4753","UHGV-0223946",0,0
"4754","UHGV-0223967",0,0
"4755","UHGV-0223997",0,0
"4756","UHGV-0224370",0,0
"4757","UHGV-0224474",0,0
"4758","UHGV-0224797",0,0
"4759","UHGV-0224850",0,0
"4760","UHGV-0225418",0,0
"4761","UHGV-0225562",0,0
"4762","UHGV-0225608",0,0
"4763","UHGV-0226153",0,0
"4764","UHGV-0226305",0,0
"4765","UHGV-0226755",0,0
"4766","UHGV-0227582",0,0
"4767","UHGV-0228363",0,0
"4768","UHGV-0228560",0,0
"4769","UHGV-0229247",0,0
"4770","UHGV-0229413",0,0
"4771","UHGV-0229416",0,0
"4772","UHGV-0229793",0,0
"4773","UHGV-0230044",0,0
"4774","UHGV-0230108",0,0
"4775","UHGV-0230328",0,0
"4776","UHGV-0232182",0,0
"4777","UHGV-0233349",0,0
"4778","UHGV-0233555",0,0
"4779","UHGV-0233556",0,0
"4780","UHGV-0234072",0,0
"4781","UHGV-0234091",0,0
"4782","UHGV-0234887",0,0
"4783","UHGV-0234913",0,0
"4784","UHGV-0235225",0,0
"4785","UHGV-0235716",0,0
"4786","UHGV-0235758",0,0
"4787","UHGV-0235795",0,0
"4788","UHGV-0236228",0,0
"4789","UHGV-0236277",0,0
"4790","UHGV-0236936",0,0
"4791","UHGV-0236982",0,0
"4792","UHGV-0237348",0,0
"4793","UHGV-0237535",0,0
"4794","UHGV-0237655",0,0
"4795","UHGV-0238152",0,0
"4796","UHGV-0238221",0,0
"4797","UHGV-0238335",0,0
"4798","UHGV-0238896",0,0
"4799","UHGV-0239249",0,0
"4800","UHGV-0239277",0,0
"4801","UHGV-0239550",0,0
"4802","UHGV-0239956",0,0
"4803","UHGV-0240448",0,0
"4804","UHGV-0240513",0,0
"4805","UHGV-0240552",0,0
"4806","UHGV-0240622",0,0
"4807","UHGV-0240908",0,0
"4808","UHGV-0241167",0,0
"4809","UHGV-0241498",1,1
"4810","UHGV-0241592",0,0
"4811","UHGV-0241778",0,0
"4812","UHGV-0242099",0,0
"4813","UHGV-0242548",0,0
"4814","UHGV-0243075",0,0
"4815","UHGV-0243146",0,0
"4816","UHGV-0243256",0,0
"4817","UHGV-0243463",0,0
"4818","UHGV-0243862",0,0
"4819","UHGV-0244207",0,0
"4820","UHGV-0244282",0,0
"4821","UHGV-0244496",0,0
"4822","UHGV-0244580",0,0
"4823","UHGV-0244814",0,0
"4824","UHGV-0245021",0,0
"4825","UHGV-0245711",0,0
"4826","UHGV-0246087",0,0
"4827","UHGV-0246331",0,0
"4828","UHGV-0247051",0,0
"4829","UHGV-0247265",0,0
"4830","UHGV-0247404",0,0
"4831","UHGV-0247454",0,0
"4832","UHGV-0247501",0,0
"4833","UHGV-0247608",0,0
"4834","UHGV-0247803",0,0
"4835","UHGV-0248017",0,0
"4836","UHGV-0249255",0,0
"4837","UHGV-0249365",0,0
"4838","UHGV-0250347",0,0
"4839","UHGV-0250613",0,0
"4840","UHGV-0251563",0,0
"4841","UHGV-0252048",0,0
"4842","UHGV-0252439",0,0
"4843","UHGV-0252483",0,0
"4844","UHGV-0252874",0,0
"4845","UHGV-0253218",0,0
"4846","UHGV-0253325",0,0
"4847","UHGV-0253335",0,0
"4848","UHGV-0253557",0,0
"4849","UHGV-0253637",0,0
"4850","UHGV-0253981",0,0
"4851","UHGV-0254628",0,0
"4852","UHGV-0254760",0,0
"4853","UHGV-0255373",0,0
"4854","UHGV-0255961",0,0
"4855","UHGV-0256557",0,0
"4856","UHGV-0256969",0,0
"4857","UHGV-0257226",0,0
"4858","UHGV-0257336",0,0
"4859","UHGV-0257417",0,0
"4860","UHGV-0257550",0,0
"4861","UHGV-0257689",0,0
"4862","UHGV-0257889",0,0
"4863","UHGV-0258441",0,0
"4864","UHGV-0258852",0,0
"4865","UHGV-0258903",0,0
"4866","UHGV-0259168",0,0
"4867","UHGV-0259488",0,0
"4868","UHGV-0259702",0,0
"4869","UHGV-0260001",0,0
"4870","UHGV-0260002",0,0
"4871","UHGV-0260256",0,0
"4872","UHGV-0260560",0,0
"4873","UHGV-0260596",0,0
"4874","UHGV-0260730",0,0
"4875","UHGV-0260938",0,0
"4876","UHGV-0261976",0,0
"4877","UHGV-0261981",0,0
"4878","UHGV-0262253",0,0
"4879","UHGV-0262310",0,0
"4880","UHGV-0262705",0,0
"4881","UHGV-0263179",0,0
"4882","UHGV-0263555",0,0
"4883","UHGV-0263641",0,0
"4884","UHGV-0263880",0,0
"4885","UHGV-0264500",0,0
"4886","UHGV-0264875",0,0
"4887","UHGV-0265171",0,0
"4888","UHGV-0265556",0,0
