"","spor_db_id","protein_id","spor_db_hit","spor_db_identity","spor_db_bitScore","spor_db_eVal","Protein.names","Gene.Names","data.set"
"36851","P24556","KP027446_56","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.411,295,5.474e-88,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36852","P24556","MZ417319_201","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.695,81,2.605e-21,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36853","P24556","OP451941_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.499,128,2.019e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36854","P24556","UHGV-0124410_1","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.402,118,6.805e-31,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36855","P24556","MK301437_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.397,126,7.247e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36856","P24556","ON814136_77","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.514,128,1.955e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36857","P24556","UHGV-1379973_24","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.368,114,3.196e-29,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36858","P24556","OQ355703_46","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.366,141,6.169e-39,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36859","P24556","UHGV-0203029_28","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.347,67,4.04e-14,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36860","P24556","MK940809_59","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.461,106,3.556e-25,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36861","P24556","UHGV-1365006_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.693,93,2.173e-25,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36862","P24556","MT080585_67","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.409,293,3.406e-87,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36863","P24556","KC182544_20","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.421,133,3.51e-36,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36864","P24556","UHGV-1374865_25","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.427,139,4.048e-37,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36865","P24556","OP352124_148","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36866","P24556","MF448569_23","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.489,125,2.823e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36867","P24556","UHGV-0219368_4","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.498,153,1.9e-42,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36868","P24556","OR513903_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36869","P24556","OP451951_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.502,130,7.953e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36870","P24556","OP451947_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.499,128,2.019e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36871","P24556","KF766114_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36872","P24556","AY954962_27","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.574,134,4.231e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36873","P24556","UHGV-0334170_20","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.438,134,1.424e-36,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36874","P24556","UHGV-1351284_21","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.399,127,3.888e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36875","P24556","MF448563_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.485,124,4.909e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36876","P24556","MZ417345_86","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.523,207,2.397e-62,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36877","P24556","KC342645_6","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.312,66,1.352e-13,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36878","P24556","MF775678_23","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.493,126,1.114e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36879","P24556","OP902294_126","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.523,179,2.883e-52,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36880","P24556","MK331931_75","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36881","P24556","UHGV-1372739_1","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.431,141,6.237e-38,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36882","P24556","OP451927_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.502,130,7.953e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36883","P24556","OP451929_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.502,130,7.953e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36884","P24556","KX346237_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.414,124,3.215e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36885","P24556","MF775677_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.422,127,2.754e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36886","P24556","OL960568_56","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36887","P24556","KU598975_30","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.46,93,4.936e-21,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36888","P24556","MW546072_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36889","P24556","OP172780_12","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.485,151,6.169e-42,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36890","P24556","UHGV-1965195_50","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.419,136,5.75e-36,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36891","P24556","OM030343_73","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36892","P24556","KX346247_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.414,124,3.215e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36893","P24556","MT080594_60","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.241,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36894","P24556","KY000084_14","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.514,124,7.6e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36895","P24556","MT596503_33","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.327,248,6.773e-72,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36896","P24556","MW546068_189","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36897","P24556","MK922546_7","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.589,111,1.478e-28,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36898","P24556","MW041632_21","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.502,130,7.953e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36899","P24556","UHGV-0149119_1","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.416,138,9.893e-37,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36900","P24556","MF775686_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.422,127,2.754e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36901","P24556","UHGV-1434333_42","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.505,130,4.006e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36902","P24556","PV069680_40","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.465,108,1.502e-25,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36903","P24556","UHGV-0339228_12","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.389,121,7.766e-32,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36904","P24556","OP451936_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.502,130,7.953e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36905","P24556","JX846612_165","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.516,129,1.051e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36906","P24556","UHGV-0208090_38","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.445,134,1.131e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36907","P24556","UHGV-0029950_53","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.39,128,2.91e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36908","P24556","UHGV-0277504_46","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.305,119,1.969e-31,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36909","P24556","KX171212_70","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.575,129,3.487e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36910","P24556","MZ417317_100","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.581,130,1.041e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36911","P24556","CP062427_58","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.312,66,1.352e-13,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36912","P24556","LR215721_75","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.377,293,3.519e-87,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36913","P24556","MG253650_21","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.419,126,6.779e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36914","P24556","PQ567070_10","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.895,899,1.704e-296,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36915","P24556","OL960567_137","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36916","P24556","JX194239_173","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.517,130,7.702e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36917","P24556","MW546069_88","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36918","P24556","UHGV-0324172_3","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.452,94,2.096e-21,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36919","P24556","MK417516_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36920","P24556","MF001365_17","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.413,297,1.531e-88,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36921","P24556","OR354840_61","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.576,141,6.203e-41,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36922","P24556","KX379671_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.423,134,4.186e-36,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36923","P24556","OL960569_212","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36924","P24556","OP594307_10","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.905,910,2.522e-300,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36925","P24556","CP124949_17","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.481,161,3.055e-45,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36926","P24556","KY653125_63","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.312,66,1.352e-13,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36927","P24556","OQ031496_195","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36928","P24556","UHGV-1377764_52","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.435,137,2.854e-36,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36929","P24556","MG557619_28","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.912,918,3.383e-303,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36930","P24556","CP124934_31","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.481,161,3.055e-45,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36931","P24556","OR513904_71","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36932","P24556","OP913462_79","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.413,297,1.531e-88,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36933","P24556","MT786458_14","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.413,297,1.531e-88,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36934","P24556","JQ740809_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.415,124,2.434e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36935","P24556","UHGV-1408487_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.487,124,5.246e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36936","P24556","MT596506_42","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.327,248,6.773e-72,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36937","P24556","PP906168_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.391,124,4.688e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36938","P24556","OQ448193_190","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.326,246,1.708e-71,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36939","P24556","MG656408_72","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36940","P24556","MT080600_87","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36941","P24556","JQ740814_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.415,124,2.434e-33,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36942","P24556","MF775695_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.422,127,2.754e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36943","P24556","MT080595_158","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.618,79,1.907e-18,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36944","P24556","OR354842_64","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.409,301,3.857e-90,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36945","P24556","UHGV-0272830_67","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.48,112,6.509e-27,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36946","P24556","UHGV-0139858_30","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.506,131,3.133e-35,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36947","P24556","UHGV-0343344_43","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.355,70,6.264e-15,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
"36948","P24556","MN689525_22","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.498,128,1.381e-34,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36949","P24556","OP913463_70","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.276,78,3.085e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36950","P24556","MT226657_73","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36951","P24556","OP352125_138","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.541,213,2.134e-64,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36952","P24556","JX080303_73","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.274,77,5.619e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36953","P24556","AY954956_24","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.464,107,2.002e-25,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","INPHARED"
"36954","P24556","UHGV-1351865_7","P24556 LYTA_STAAU Autolysin OS=Staphylococcus aureus OX=1280 GN=lytA PE=3 SV=1",0.416,78,3.027e-17,"Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","lytA","UHGV"
