contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
UHGV-1495611	42823	No	NA	65	14	1	High-quality	High-quality	98.98	AAI-based (high-confidence)	0.0	1.0	
UHGV-0207434	6060	No	NA	8	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105106	38687	No	NA	61	33	0	High-quality	High-quality	98.98	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105109	48344	No	NA	75	18	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0035322	35682	No	NA	62	11	1	High-quality	High-quality	90.32	AAI-based (high-confidence)	0.0	1.0	
UHGV-1444528	101987	No	NA	128	33	2	High-quality	High-quality	93.59	AAI-based (high-confidence)	0.0	1.0	
UHGV-0035326	34301	No	NA	50	8	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0194442	8253	No	NA	4	3	0	High-quality	High-quality	99.75	AAI-based (high-confidence)	0.0	1.0	
UHGV-0164530	12617	No	NA	16	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0099077	12953	No	NA	21	4	0	High-quality	High-quality	94.8	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1553439	48751	No	NA	72	11	0	High-quality	High-quality	96.14	AAI-based (high-confidence)	0.0	1.0	
UHGV-1553638	37669	No	NA	57	14	1	Medium-quality	Genome-fragment	89.54	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0198398	34774	No	NA	53	21	0	High-quality	High-quality	94.9	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0035066	117296	No	NA	176	35	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105169	43812	No	NA	67	13	0	High-quality	High-quality	98.95	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105239	44690	No	NA	75	15	1	High-quality	High-quality	99.08	AAI-based (high-confidence)	0.0	1.0	
UHGV-0104909	50422	No	NA	93	24	1	High-quality	High-quality	99.11	AAI-based (high-confidence)	0.0	1.0	
UHGV-0104910	57093	No	NA	94	21	3	High-quality	High-quality	99.77	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364149	34408	No	NA	47	13	0	High-quality	High-quality	96.29	AAI-based (high-confidence)	0.0	1.0	
UHGV-0104951	45674	No	NA	71	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0104985	58448	No	NA	98	33	1	High-quality	High-quality	96.7	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0105104	46666	No	NA	76	46	0	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105147	42534	No	NA	71	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0105148	81567	No	NA	112	14	2	High-quality	High-quality	99.25	AAI-based (high-confidence)	0.0	1.0	
UHGV-1512977	35641	No	NA	62	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1513223	38334	No	NA	54	43	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1462031	35515	No	NA	63	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
UHGV-0003895	39951	No	NA	64	34	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1460180	41478	No	NA	72	24	0	High-quality	High-quality	95.28	AAI-based (high-confidence)	0.0	1.0	
UHGV-0014501	30057	No	NA	41	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0176311	32514	No	NA	50	29	0	High-quality	High-quality	93.74	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0028167	32974	No	NA	47	27	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2174436	5231	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1467875	113255	No	NA	165	14	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1378283	41163	No	NA	55	27	0	High-quality	High-quality	90.24	AAI-based (medium-confidence)	0.0	1.02	
UHGV-0037065	78420	No	NA	121	21	1	High-quality	High-quality	98.09	AAI-based (high-confidence)	0.0	1.0	
UHGV-1861655	13598	No	NA	17	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-0211540	46772	No	NA	52	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0388495	5922	No	NA	7	4	0	High-quality	High-quality	96.79	AAI-based (high-confidence)	0.0	1.0	
UHGV-0388490	5136	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0010795	36620	No	NA	59	12	0	High-quality	High-quality	93.09	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0113586	54263	No	NA	85	20	0	High-quality	High-quality	91.98	AAI-based (high-confidence)	0.0	1.0	
UHGV-1444564	44801	No	NA	51	14	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0390036	5933	No	NA	5	3	0	High-quality	High-quality	97.25	AAI-based (high-confidence)	0.0	1.01	
UHGV-1388384	65593	No	NA	90	30	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0390039	2917	No	NA	1	1	0	High-quality	High-quality	98.71	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0011971	42284	No	NA	56	28	1	High-quality	High-quality	97.77	AAI-based (high-confidence)	0.0	1.0	
UHGV-0025531	56621	No	NA	77	24	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0011978	44930	No	NA	51	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0333166	30402	No	NA	51	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1508478	63264	No	NA	55	7	2	High-quality	High-quality	95.99	AAI-based (high-confidence)	0.0	1.0	
UHGV-2157816	35454	No	NA	47	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0174540	46759	No	NA	60	30	2	High-quality	High-quality	97.95	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023339	40688	No	NA	74	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023338	40942	No	NA	59	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023337	40187	No	NA	61	36	0	High-quality	High-quality	97.73	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023336	40235	No	NA	67	18	2	High-quality	High-quality	95.56	AAI-based (high-confidence)	0.0	1.0	
UHGV-1524905	134229	No	NA	192	28	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0382738	17082	No	NA	26	8	0	Medium-quality	Genome-fragment	84.56	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0382737	39616	No	NA	68	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1538368	38301	No	NA	61	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0192852	44464	No	NA	59	48	0	High-quality	High-quality	99.43	AAI-based (high-confidence)	0.0	1.0	
UHGV-2093096	41312	No	NA	56	23	1	High-quality	High-quality	90.65	AAI-based (high-confidence)	0.0	1.0	
UHGV-0121383	47352	No	NA	78	25	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
UHGV-0191503	38503	No	NA	65	18	0	High-quality	High-quality	91.31	AAI-based (high-confidence)	0.0	1.0	
UHGV-1984929	50746	No	NA	76	27	1	High-quality	High-quality	98.55	AAI-based (high-confidence)	0.0	1.0	
UHGV-0230078	42483	No	NA	46	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0117913	37061	No	NA	53	21	0	High-quality	High-quality	93.17	AAI-based (high-confidence)	0.0	1.0	
UHGV-1371688	62733	No	NA	90	16	0	High-quality	High-quality	98.7	AAI-based (high-confidence)	0.0	1.0	
UHGV-0211968	46519	No	NA	84	24	2	Medium-quality	Genome-fragment	85.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0119502	37624	No	NA	57	19	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1341973	5427	No	NA	8	5	0	High-quality	High-quality	97.45	AAI-based (high-confidence)	0.0	1.0	
UHGV-0768955	41044	No	NA	53	10	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2022546	37233	No	NA	50	18	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1514670	33901	No	NA	54	23	0	High-quality	High-quality	95.94	AAI-based (high-confidence)	0.0	1.0	
UHGV-0108665	79320	No	NA	127	16	2	High-quality	High-quality	94.14	AAI-based (high-confidence)	0.0	1.0	
UHGV-1934781	31364	No	NA	47	13	2	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
UHGV-0000992	41143	No	NA	57	13	2	High-quality	High-quality	97.13	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0060085	52079	No	NA	80	14	0	High-quality	High-quality	91.96	AAI-based (high-confidence)	0.0	1.0	
UHGV-2042078	40292	No	NA	61	18	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0000990	47290	No	NA	76	24	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0175771	31993	No	NA	44	20	0	High-quality	High-quality	90.93	AAI-based (high-confidence)	0.0	1.01	
UHGV-2021338	13375	No	NA	18	4	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
UHGV-0040512	37362	No	NA	67	23	0	High-quality	High-quality	99.54	AAI-based (high-confidence)	0.0	1.0	
UHGV-1520329	41429	No	NA	53	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0114477	34865	No	NA	58	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2080219	41294	No	NA	56	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0013242	39198	No	NA	54	8	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0040517	42772	No	NA	52	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0040510	41448	No	NA	60	34	1	High-quality	High-quality	92.87	AAI-based (high-confidence)	0.0	1.0	
UHGV-0114473	36939	No	NA	49	40	0	High-quality	High-quality	91.41	AAI-based (high-confidence)	0.0	1.0	
UHGV-1417689	14312	No	NA	17	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1526059	37859	No	NA	56	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0116909	61559	No	NA	85	13	6	High-quality	High-quality	98.35	AAI-based (high-confidence)	0.0	1.0	
UHGV-1524935	34314	No	NA	52	5	1	High-quality	High-quality	93.67	AAI-based (high-confidence)	0.0	1.0	
UHGV-1524742	34064	No	NA	50	14	0	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
UHGV-2187286	45368	No	NA	47	2	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0114997	58194	No	NA	96	16	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0054286	75143	No	NA	110	16	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1548213	34623	No	NA	44	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1524703	37707	No	NA	67	20	0	High-quality	High-quality	99.67	AAI-based (high-confidence)	0.0	1.0	
UHGV-0071637	43841	No	NA	69	58	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1386800	40667	No	NA	58	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023778	33737	No	NA	53	18	0	High-quality	High-quality	93.38	AAI-based (high-confidence)	0.0	1.0	
UHGV-0018290	170358	No	NA	190	20	1	High-quality	High-quality	93.43	AAI-based (high-confidence)	0.0	1.0	
UHGV-0018231	30075	No	NA	46	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0038541	47372	No	NA	74	17	1	High-quality	High-quality	98.12	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0205748	80600	No	NA	130	18	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205702	44500	No	NA	66	21	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0205700	49994	No	NA	65	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205533	162934	No	NA	234	24	6	High-quality	High-quality	95.05	AAI-based (high-confidence)	0.0	1.0	
UHGV-1351807	37164	No	NA	64	28	0	High-quality	High-quality	99.04	AAI-based (high-confidence)	0.0	1.0	
UHGV-0112281	56560	No	NA	96	13	1	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
UHGV-1407261	37393	No	NA	62	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1445236	13898	No	NA	17	6	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
UHGV-1368073	28838	No	NA	47	13	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
UHGV-1368086	39145	No	NA	65	13	1	High-quality	High-quality	98.94	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368080	54122	No	NA	84	25	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368066	28777	No	NA	46	14	0	High-quality	High-quality	96.6	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368063	38357	No	NA	49	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-1368070	38361	No	NA	61	26	0	High-quality	High-quality	95.71	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368067	38376	No	NA	73	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368094	39084	No	NA	64	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1368089	39101	No	NA	65	48	0	High-quality	High-quality	92.87	AAI-based (high-confidence)	0.0	1.0	
UHGV-1304042	40142	No	NA	66	20	0	High-quality	High-quality	98.31	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360588	41197	No	NA	72	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360682	2841	No	NA	2	1	0	High-quality	High-quality	99.91	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360651	2750	No	NA	2	2	0	High-quality	High-quality	96.5	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1360566	2824	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360546	5401	No	NA	7	5	0	High-quality	High-quality	95.58	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360586	41255	No	NA	62	9	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360571	2841	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2179152	12724	No	NA	18	5	0	High-quality	High-quality	91.61	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1857316	45054	No	NA	77	19	1	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
UHGV-0166478	82205	No	NA	127	27	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0348183	36885	No	NA	53	18	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
UHGV-1360696	41298	No	NA	61	8	1	High-quality	High-quality	98.5	AAI-based (high-confidence)	0.0	1.01	
UHGV-1360683	2853	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0294566	12066	No	NA	15	5	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.01	
UHGV-0112747	53558	No	NA	93	27	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0885163	51560	No	NA	65	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0886195	5921	No	NA	10	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0888230	4850	No	NA	6	6	0	High-quality	High-quality	96.28	AAI-based (high-confidence)	0.0	1.0	
UHGV-0187570	63850	No	NA	98	16	5	High-quality	High-quality	94.27	AAI-based (high-confidence)	0.0	1.0	
UHGV-0888677	6634	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0227845	38350	No	NA	66	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2072251	35837	No	NA	49	21	0	High-quality	High-quality	93.16	AAI-based (high-confidence)	0.0	1.0	
UHGV-1383366	60578	No	NA	85	31	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0043692	35407	No	NA	49	10	1	High-quality	High-quality	95.55	AAI-based (high-confidence)	0.0	1.0	
UHGV-0043443	18871	No	NA	24	8	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.02	
UHGV-0044082	20968	No	NA	36	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0043982	96537	No	NA	95	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0043842	35621	No	NA	54	3	1	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
UHGV-1358999	97813	No	NA	105	23	0	High-quality	High-quality	98.3	AAI-based (high-confidence)	0.0	1.0	
UHGV-1365213	56498	No	NA	100	23	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0366818	58697	No	NA	83	17	3	High-quality	High-quality	93.17	AAI-based (high-confidence)	0.0	1.0	
UHGV-0021427	36247	No	NA	50	17	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0021420	36915	No	NA	56	22	2	High-quality	High-quality	99.87	AAI-based (high-confidence)	0.0	1.0	
UHGV-0013837	18573	No	NA	26	8	0	High-quality	High-quality	91.44	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0200124	40208	No	NA	68	21	1	High-quality	High-quality	96.61	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363752	54628	No	NA	87	24	2	High-quality	High-quality	96.6	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363761	59282	No	NA	51	6	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363771	101090	No	NA	78	12	2	Medium-quality	Genome-fragment	67.47	HMM-based (lower-bound)	0.0	1.0	
UHGV-1363780	34433	No	NA	59	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363725	58824	No	NA	98	20	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363731	34923	No	NA	57	19	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363734	35021	No	NA	42	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363751	54644	No	NA	62	7	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
UHGV-0079422	42185	No	NA	46	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1363801	55058	No	NA	97	15	1	High-quality	High-quality	95.46	AAI-based (high-confidence)	0.0	1.0	
UHGV-0032904	37614	No	NA	63	22	0	High-quality	High-quality	98.57	AAI-based (high-confidence)	0.0	1.0	
UHGV-0147355	41939	No	NA	72	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0388277	6015	No	NA	11	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1375087	5048	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1474135	42321	No	NA	77	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-0124142	44201	No	NA	69	9	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0182389	71432	No	NA	92	11	3	High-quality	High-quality	98.25	AAI-based (high-confidence)	0.0	1.0	
UHGV-2024759	37484	No	NA	52	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0320591	13745	No	NA	19	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0070005	39412	No	NA	56	13	1	High-quality	High-quality	99.18	AAI-based (high-confidence)	0.0	1.0	
UHGV-2025190	41070	No	NA	52	34	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1387254	30387	No	NA	43	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1992762	39220	No	NA	58	45	1	High-quality	High-quality	96.65	AAI-based (high-confidence)	0.0	1.0	
UHGV-2016507	55844	No	NA	98	15	2	High-quality	High-quality	96.92	AAI-based (high-confidence)	0.0	1.0	
UHGV-1537529	48727	No	NA	72	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1400768	37943	No	NA	49	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1541509	54347	No	NA	59	13	0	High-quality	High-quality	93.35	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205476	13411	No	NA	18	7	0	High-quality	High-quality	96.56	AAI-based (high-confidence)	0.0	1.0	
UHGV-0084389	43429	No	NA	64	25	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0140270	42096	No	NA	61	26	2	High-quality	High-quality	92.58	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0140278	44514	No	NA	69	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1361064	12976	No	NA	16	4	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.02	
UHGV-1378016	41176	No	NA	64	24	0	High-quality	High-quality	92.3	AAI-based (high-confidence)	0.0	1.0	
UHGV-1515656	38556	No	NA	63	18	0	High-quality	High-quality	94.76	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206716	36736	No	NA	56	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206697	5290	No	NA	6	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206695	46334	No	NA	62	15	0	High-quality	High-quality	99.9	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206690	6373	No	NA	8	3	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206688	4968	No	NA	7	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0087117	36370	No	NA	53	11	1	High-quality	High-quality	93.67	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0200545	74761	No	NA	119	27	1	High-quality	High-quality	96.84	AAI-based (high-confidence)	0.0	1.0	
UHGV-0206674	5423	No	NA	9	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
UHGV-0206673	6632	No	NA	7	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0076189	43831	No	NA	67	24	0	High-quality	High-quality	99.64	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0011527	44128	No	NA	65	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1533277	44598	No	NA	57	28	1	High-quality	High-quality	99.52	AAI-based (medium-confidence)	0.0	1.0	
UHGV-2028419	34542	No	NA	50	22	0	High-quality	High-quality	91.29	AAI-based (high-confidence)	0.0	1.0	
UHGV-0057518	36381	No	NA	63	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0056291	37316	No	NA	51	21	0	High-quality	High-quality	97.83	AAI-based (high-confidence)	0.0	1.0	
UHGV-1532988	40566	No	NA	62	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0049587	35671	No	NA	58	20	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0481182	50764	No	NA	73	10	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0011605	35183	No	NA	66	14	0	High-quality	High-quality	93.66	AAI-based (high-confidence)	0.0	1.0	
UHGV-0188596	52553	No	NA	69	18	0	High-quality	High-quality	90.37	AAI-based (high-confidence)	0.0	1.0	
UHGV-1346048	37615	No	NA	50	16	0	High-quality	High-quality	95.54	AAI-based (high-confidence)	0.0	1.0	
UHGV-2034781	50009	No	NA	61	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023859	6176	No	NA	5	4	0	High-quality	High-quality	99.71	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0023835	163788	No	NA	214	17	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023830	5565	No	NA	10	6	0	High-quality	High-quality	99.65	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023818	43602	No	NA	63	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023877	42688	No	NA	72	20	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
UHGV-0023874	40621	No	NA	63	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023861	60104	No	NA	83	13	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
UHGV-0023860	5940	No	NA	9	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023888	40617	No	NA	60	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0023884	40057	No	NA	56	8	0	High-quality	High-quality	96.02	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372076	79899	No	NA	128	16	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372078	79934	No	NA	128	26	4	High-quality	High-quality	99.15	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372081	79993	No	NA	135	27	5	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372093	87130	No	NA	112	15	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
UHGV-1372067	35488	No	NA	57	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372069	35502	No	NA	46	11	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
UHGV-1372072	35407	No	NA	47	12	2	High-quality	High-quality	96.22	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372075	79843	No	NA	127	23	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
